,highSES,lowSES
bartender,0.10385718644492944,-0.0020846908228840397
cashier,0.09703511580535532,-0.0090570226019352
chemical engineer,0.14938799878239087,-0.004087538670929459
chemist,0.132854161469469,-0.028535342517748363
construction worker,0.05354011881422306,-0.007939018588612023
dentist,0.14061423210856233,-0.00724068923220364
farm worker,0.04623146608079106,-6.8208180344842e-05
janitor,0.03593817389524474,-0.0190707133510981
judge,0.11320744474576547,-0.02383285481850976
lawyer,0.1468070502251469,-0.0028661907504732996
line cook,0.06450851598936783,-0.004783318566380618
optometrist,0.15137851787744125,-0.009103219062663984
parking attendant,0.10304969440797998,-0.004705296135244079
pharmacist,0.15126261123838555,-0.007283180392719681
physician,0.15938064466874202,-0.01112996163413322
physics teacher,0.13774932582159077,-0.0268588012265338
professor,0.14360900166806426,-0.02259754446075134
psychologist,0.15004432152912825,0.01316995072862848
receptionist,0.12130190464216248,0.002343404698820857
sales clerk,0.1256364541694797,0.0018876987686317795
scientist,0.1545678792221205,-0.012516804402357163
server,0.11759795880219692,0.0008575478044606791
taxi driver,0.06964809523253816,-0.02836671373443142
truck driver,0.044240776675331585,-0.01143039334138812
