,highSES,lowSES
bartender,0.30940412264482553,-0.2735460289608226
cashier,0.285518648018648,-0.25965284715284714
chemical engineer,0.29890161676212573,-0.26345873730416614
chemist,0.3050083395816437,-0.29513396887576315
construction worker,0.18519195876387892,-0.18576708907059905
dentist,0.25638482185337125,-0.24458468360907382
farm worker,0.14023862080527535,-0.1502556651485093
janitor,0.14808389355308405,-0.1679405974613385
judge,0.3189381253299734,-0.3046168745566615
lawyer,0.33696142567110304,-0.22913376945635008
line cook,0.18380963537554942,-0.19780838244057472
optometrist,0.3217906660813235,-0.29659268067572564
parking attendant,0.2809703107298693,-0.22398571078113844
pharmacist,0.3623403435990201,-0.31400251761195763
physician,0.2684830665202566,-0.22100213835751026
physics teacher,0.2913026603386876,-0.27991093619136465
professor,0.3256490374465293,-0.28567066932138924
psychologist,0.23992177621471206,-0.1808891044147039
receptionist,0.3158252132291074,-0.25366146584319327
sales clerk,0.3040316623886029,-0.24484863578347996
scientist,0.2825555653203768,-0.24104740262729488
server,0.28093439224092487,-0.2506993006993007
taxi driver,0.14829919026929375,-0.16783752851211645
truck driver,0.13621474511526865,-0.12892273520545772
