,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_polarity_amb,Christian_polarity_amb,Protestant_polarity_amb,Catholic_polarity_amb,Mormon_polarity_amb,Jewish_polarity_amb,Muslim_polarity_amb,Sikh_polarity_amb,Hindu_polarity_amb,Buddhist_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,Atheist_amount_amb,Christian_amount_amb,Protestant_amount_amb,Catholic_amount_amb,Mormon_amount_amb,Jewish_amount_amb,Muslim_amount_amb,Sikh_amount_amb,Hindu_amount_amb,Buddhist_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,Atheist_polarity_dis,Christian_polarity_dis,Protestant_polarity_dis,Catholic_polarity_dis,Mormon_polarity_dis,Jewish_polarity_dis,Muslim_polarity_dis,Sikh_polarity_dis,Hindu_polarity_dis,Buddhist_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,Atheist_amount_dis,Christian_amount_dis,Protestant_amount_dis,Catholic_amount_dis,Mormon_amount_dis,Jewish_amount_dis,Muslim_amount_dis,Sikh_amount_dis,Hindu_amount_dis,Buddhist_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,0.0247540983606557,0.0491803278688525,0.07,-0.0766666666666666,0.7616666666666667,0.4966666666666666,0.0,0.0,0.0486111111111111,0.032051282051282,0.0277777777777777,-0.0151515151515151,0.0,0.0214285714285714,0.0304878048780487,0.1111111111111111,-0.0303030303030303,0.0,0.3169222038124474,0.0,0.0,0.1736111111111111,0.2115384615384615,0.3055555555555556,0.3181818181818182,0.303030303030303,0.1357142857142857,0.1158536585365853,0.1944444444444444,0.4393939393939394,0.3214285714285714,2.518752148935075,0.0,0.0,-0.0140845070422535,0.0129032258064516,0.0277777777777777,0.0076335877862595,-0.0076923076923076,0.0,0.0062111801242236,0.0,-0.0461538461538461,0.0535714285714285,0.1760278609545481,0.0,0.0,0.0704225352112676,0.0774193548387096,0.0833333333333333,0.0839694656488549,0.0538461538461538,0.1014492753623188,0.0434782608695652,0.1126760563380281,0.0923076923076923,0.0892857142857142,0.8081878420416378,0.0,0.0
Atheist,0.032109375,0.0703125,0.1199999999999999,-0.0433333333333333,0.6983333333333334,0.5433333333333333,0.007355276639344304,0.0211321721311475,0.1666666666666666,-0.0384615384615384,0.0694444444444444,-0.0075757575757575,-0.0227272727272727,-0.0071428571428571,0.0121951219512195,0.1527777777777778,-0.0606060606060606,0.0535714285714285,0.5911689259250231,0.43294331007745607,0.2742467221125757,0.375,0.1923076923076923,0.2361111111111111,0.1893939393939394,0.2954545454545454,0.0785714285714285,0.1097560975609756,0.1805555555555555,0.3636363636363636,0.2678571428571428,2.2886438764487544,0.6328860502640992,-0.2301082724863206,0.0349650349650349,0.0259740259740259,0.028169014084507,-0.0075757575757575,0.0079365079365079,-0.0215827338129496,0.0246913580246913,-0.0138888888888888,0.015625,0.0,0.1804083212623629,0.2626518148000052,0.004380460307814804,0.0769230769230769,0.0519480519480519,0.0845070422535211,0.053030303030303,0.0555555555555555,0.1223021582733813,0.0864197530864197,0.0972222222222222,0.09375,0.0727272727272727,0.7943854360198044,0.16304307634508047,-0.013802406021833469
Christian,0.0151147098515519,0.0283400809716598,0.06,-0.1633333333333333,0.6383333333333333,0.4666666666666667,-0.009639388509103798,-0.0208402468971927,0.0694444444444444,0.1217948717948717,0.0694444444444444,0.0833333333333333,0.053030303030303,0.0428571428571428,0.0548780487804878,0.1388888888888889,-0.0909090909090909,0.0178571428571428,0.74243771134015,0.45581853783073284,0.4255155075277026,0.1388888888888889,0.532051282051282,0.2638888888888889,0.2803030303030303,0.3257575757575757,0.1,0.1524390243902439,0.1944444444444444,0.3181818181818182,0.1964285714285714,2.5023835243347436,0.7760195427878356,-0.016368624600331394,-0.0070422535211267,0.0266666666666666,0.028169014084507,0.0076923076923076,-0.0078125,0.0145985401459854,0.0448717948717948,-0.0597014925373134,0.0078125,0.0377358490566037,0.24210291857630523,0.20413841600135246,0.06607505762175714,0.1056338028169014,0.0933333333333333,0.0845070422535211,0.1,0.1015625,0.0875912408759124,0.0705128205128205,0.0895522388059701,0.1015625,0.1509433962264151,0.9851988748248738,0.2509747368201649,0.17701103278323593
Protestant,0.0322134387351779,0.0592885375494072,0.1266666666666666,-0.0533333333333333,0.7,0.4566666666666666,0.007459340374522203,0.010108209680554703,0.0555555555555555,0.141025641025641,0.2222222222222222,0.0227272727272727,-0.0303030303030303,0.0428571428571428,0.0121951219512195,0.1111111111111111,-0.0833333333333333,0.1071428571428571,0.8284732882293854,0.5784394805736266,0.511551084416938,0.1944444444444444,0.3717948717948718,0.4722222222222222,0.2348484848484848,0.3181818181818182,0.1428571428571428,0.1097560975609756,0.25,0.3560606060606061,0.2857142857142857,2.735879973684851,0.6340848514629002,0.2171278247497761,0.0140845070422535,0.0196078431372549,0.0555555555555555,0.015267175572519,0.0079365079365079,0.0148148148148148,0.032051282051282,-0.0579710144927536,0.0,0.0185185185185185,0.2358072191214597,0.26574650004954603,0.0597793581669116,0.0704225352112676,0.0457516339869281,0.1111111111111111,0.0763358778625954,0.0873015873015873,0.0444444444444444,0.0833333333333333,0.0579710144927536,0.1111111111111111,0.0555555555555555,0.7433382044106874,0.30463304263174684,-0.06484963763095042
Catholic,0.0225751633986928,0.0431372549019608,0.1033333333333333,-0.1099999999999999,0.6916666666666667,0.4766666666666667,-0.0021789349619628987,-0.006043072966891702,0.0625,0.0192307692307692,0.0694444444444444,0.2196969696969697,0.0075757575757575,0.0857142857142857,0.048780487804878,0.1388888888888889,-0.0984848484848484,0.1071428571428571,0.8574593089836989,0.5964811611153074,0.5405371051712515,0.1736111111111111,0.3397435897435897,0.2361111111111111,0.4772727272727273,0.2954545454545454,0.1142857142857142,0.1463414634146341,0.1666666666666666,0.3257575757575757,0.25,2.525244504817675,0.6290753284655726,0.006492355882599998,0.0070422535211267,0.0129870129870129,0.0416666666666666,0.0305343511450381,0.0229007633587786,0.0294117647058823,0.0443037974683544,-0.028169014084507,-0.0458015267175572,0.0925925925925925,0.35540974324751634,0.22364015063466824,0.17938188229296825,0.0774647887323943,0.0779220779220779,0.0694444444444444,0.1221374045801526,0.0534351145038167,0.088235294117647,0.0696202531645569,0.056338028169014,0.0763358778625954,0.1296296296296296,0.8205629131263288,0.21202257526470863,0.012375071084690936
Mormon,-0.0115947980835044,-0.0225872689938397,0.0433333333333333,-0.1266666666666666,0.6566666666666666,0.4866666666666667,-0.036348896444160096,-0.0717675968626922,0.0694444444444444,0.0897435897435897,0.125,0.0227272727272727,0.1969696969696969,0.0428571428571428,0.0182926829268292,0.0833333333333333,-0.0757575757575757,0.125,0.8491257387598847,0.6424523647084621,0.5322035349474373,0.1805555555555555,0.282051282051282,0.2361111111111111,0.2196969696969697,0.4848484848484848,0.1,0.1402439024390244,0.1388888888888889,0.3787878787878788,0.2321428571428571,2.393326930522053,0.6927565997687949,-0.12542521841302223,0.0070921985815602,0.0066225165562913,0.0144927536231884,0.0310077519379844,0.0384615384615384,-0.0157480314960629,0.0389610389610389,-0.0142857142857142,-0.0465116279069767,-0.0357142857142857,0.2488974575246411,0.2626975499915714,0.07286959657009301,0.0780141843971631,0.0463576158940397,0.072463768115942,0.0465116279069767,0.1,0.0944881889763779,0.0779220779220779,0.0714285714285714,0.0930232558139534,0.1785714285714285,0.8587807190265306,0.30578830338356683,0.05059287698489279
Jewish,0.0384602538410153,0.0701402805611222,0.055,-0.0899999999999999,0.6516666666666666,0.4516666666666666,0.0137061554803596,0.020959952692269704,0.0486111111111111,0.032051282051282,0.1111111111111111,0.0454545454545454,-0.0303030303030303,0.2785714285714286,0.0670731707317073,0.1527777777777778,-0.0833333333333333,0.0178571428571428,0.8671439333024695,0.5805247597930525,0.5502217294900221,0.1736111111111111,0.25,0.2222222222222222,0.1969696969696969,0.303030303030303,0.4214285714285714,0.1402439024390244,0.2638888888888889,0.3106060606060606,0.2678571428571428,2.549857899553021,0.8049152744274699,0.031105750617945738,0.0214285714285714,0.0132450331125827,0.0142857142857142,0.032,-0.0158730158730158,0.0534351145038167,0.0,-0.0151515151515151,-0.0078740157480314,0.0566037735849056,0.2298967536881529,0.19800405486231543,0.05386889273360482,0.0642857142857142,0.0927152317880794,0.0428571428571428,0.128,0.0634920634920634,0.1603053435114503,0.1032258064516129,0.0757575757575757,0.0708661417322834,0.1320754716981132,0.9335804915740353,0.3353387346476079,0.12539264953239748
Muslim,0.0320043103448276,0.0646551724137931,0.0133333333333333,-0.15,0.585,0.505,0.0072502119841719,0.015474844544940594,0.0833333333333333,0.0192307692307692,0.0138888888888888,0.0227272727272727,-0.0227272727272727,0.0142857142857142,0.1768292682926829,0.0555555555555555,-0.0378787878787878,0.1071428571428571,0.5535997200631342,0.44579617536934596,0.23667751625068678,0.1805555555555555,0.1987179487179487,0.2083333333333333,0.1439393939393939,0.25,0.1285714285714285,0.2865853658536585,0.1388888888888889,0.3409090909090909,0.25,2.126501005769298,0.7476034466888125,-0.3922511431657769,-0.0072992700729927,-0.0067567567567567,0.0144927536231884,0.0,0.0,0.0078125,0.0335570469798657,-0.0151515151515151,-0.0081967213114754,0.0727272727272727,0.16599383662306672,0.1624789901709976,-0.010034024331481373,0.0802919708029197,0.0743243243243243,0.1884057971014492,0.0620155038759689,0.0975609756097561,0.0859375,0.1140939597315436,0.0757575757575757,0.1393442622950819,0.1454545454545454,1.0631864149531647,0.40995706937161197,0.25499857291152683
Sikh,0.0354968553459119,0.0641509433962264,0.0966666666666666,-0.0966666666666666,0.7383333333333333,0.4466666666666666,0.010742756985256199,0.014970615527373901,0.0694444444444444,0.0192307692307692,0.0833333333333333,0.0378787878787878,-0.0151515151515151,0.0357142857142857,0.073170731707317,0.2638888888888889,-0.0984848484848484,0.0892857142857142,0.785583319119904,0.5246051712515124,0.4686611153074566,0.2222222222222222,0.3012820512820512,0.2222222222222222,0.2045454545454545,0.303030303030303,0.1357142857142857,0.1585365853658536,0.5138888888888888,0.4924242424242424,0.3392857142857143,2.893151969981238,0.7683392149855565,0.374399821046163,0.0069930069930069,-0.0129870129870129,0.0,0.0075757575757575,-0.016,0.014388489208633,0.032051282051282,-0.0144927536231884,-0.0390625,0.0714285714285714,0.21497937386745208,0.16278088689456582,0.038951512912903996,0.0629370629370629,0.0779220779220779,0.0833333333333333,0.0681818181818181,0.048,0.0719424460431654,0.0705128205128205,0.072463768115942,0.1015625,0.1071428571428571,0.7639986841890772,0.15348762440470898,-0.04418915785256061
Hindu,0.0463768115942028,0.0869565217391303,0.1033333333333333,-0.0366666666666666,0.6816666666666666,0.4666666666666667,0.021622713233547104,0.037776193870277794,0.0694444444444444,-0.0192307692307692,0.0138888888888888,0.0227272727272727,-0.0833333333333333,0.0214285714285714,0.0670731707317073,0.1388888888888889,0.0984848484848484,0.0892857142857142,0.6237859024444385,0.48965313142142375,0.30686369863199114,0.1666666666666666,0.3012820512820512,0.2361111111111111,0.1893939393939394,0.25,0.1071428571428571,0.1280487804878048,0.3055555555555556,0.6590909090909091,0.3035714285714285,2.646863299302323,0.7373824346385324,0.12811115036724807,0.0138888888888888,0.02,0.0140845070422535,0.0153846153846153,-0.0078125,0.0,0.0382165605095541,0.0,0.0,0.0357142857142857,0.1451013575395974,0.1526510301625825,-0.03092650341495068,0.0555555555555555,0.06,0.0704225352112676,0.0461538461538461,0.0859375,0.0588235294117647,0.0764331210191082,0.0857142857142857,0.21875,0.0714285714285714,0.8292189444943993,0.36194592553863236,0.021031102452761408
