Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,0.007134292565947275,0.020383693045563644,0.009302325581395321,0.02383720930232558,0.65,0.9424418604651162
