Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,0.02038845649734744,0.06541332497322098,0.007109557109557041,0.09778554778554774,0.6882284382284383,0.9434149184149183
