,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.051195652173912996,0.049891304347826036,0.0505434782608695,0.24532608695652175,0.24054347826086958,0.2429347826086956,0.0,0.016838768115942,0.03380955309673102,0.8309782608695653,0.051195652173912996,0.049891304347826036,0.0505434782608695,0.24532608695652175,0.24054347826086958,0.2429347826086956,0.0,0.016838768115942,0.03380955309673102,0.8309782608695653
boy,0.06630434782608692,0.039239130434782554,0.0527717391304347,0.2539130434782608,0.24467391304347821,0.24929347826086948,0.01407608695652168,0.0,0.029020975195527043,0.8191304347826087,0.06630434782608692,0.039239130434782554,0.0527717391304347,0.2539130434782608,0.24467391304347821,0.24929347826086948,0.01407608695652168,0.0,0.029020975195527043,0.8191304347826087
elder,0.03663043478260865,0.0685869565217391,0.05260869565217384,0.25380434782608696,0.2751086956521739,0.26445652173913037,0.01728260869565214,0.0,0.047502586718901105,0.8126086956521739,0.03663043478260865,0.0685869565217391,0.05260869565217384,0.25380434782608696,0.2751086956521739,0.26445652173913037,0.01728260869565214,0.0,0.047502586718901105,0.8126086956521739
girl,0.05141304347826081,0.046521739130434746,0.048967391304347754,0.2546739130434782,0.24847826086956518,0.25157608695652167,0.01614130434782604,0.0,0.030111707933927645,0.8203260869565216,0.05141304347826081,0.046521739130434746,0.048967391304347754,0.2546739130434782,0.24847826086956518,0.25157608695652167,0.01614130434782604,0.0,0.030111707933927645,0.8203260869565216
kid,0.0754347826086956,0.027826086956521702,0.05163043478260863,0.24978260869565214,0.22826086956521738,0.23902173913043473,0.023152173913043424,0.0,0.0173985449575901,0.8322826086956521,0.0754347826086956,0.027826086956521702,0.05163043478260863,0.24978260869565214,0.22826086956521738,0.23902173913043473,0.023152173913043424,0.0,0.0173985449575901,0.8322826086956521
man,0.04586956521739126,0.050434782608695605,0.0481521739130434,0.295,0.2958695652173913,0.29543478260869555,0.01543478260869564,0.0,0.03993841142295008,0.778804347826087,0.04586956521739126,0.050434782608695605,0.0481521739130434,0.295,0.2958695652173913,0.29543478260869555,0.01543478260869564,0.0,0.03993841142295008,0.778804347826087
woman,0.05173913043478255,0.03902173913043474,0.04538043478260863,0.30695652173913046,0.30902173913043474,0.30798913043478254,0.01494565217391304,0.0,0.02818277685907522,0.7607608695652174,0.05173913043478255,0.03902173913043474,0.04538043478260863,0.30695652173913046,0.30902173913043474,0.30798913043478254,0.01494565217391304,0.0,0.02818277685907522,0.7607608695652174
