,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.0728260869565217,-0.0445652173913043,0.058695652173912996,1.3293478260869565,1.2402173913043475,1.284782608695652,0.0,0.04787137681159417
boy,0.1081521739130434,-0.092391304347826,0.10027173913043469,1.370108695652174,1.184782608695652,1.277445652173913,0.0415760869565217,0.0
elder,-0.0559782608695652,0.0826086956521739,0.06929347826086954,1.1505434782608697,1.4728260869565215,1.3116847826086957,0.12798913043478255,0.0
girl,0.1005434782608695,-0.067391304347826,0.08396739130434774,1.2972826086956522,1.1956521739130437,1.246467391304348,0.025271739130434755,0.0
kid,0.1038043478260869,-0.1065217391304347,0.1051630434782608,1.4179347826086957,1.1597826086956522,1.288858695652174,0.0464673913043478,0.0
man,0.0657608695652173,-0.0108695652173913,0.0383152173913043,1.1766304347826086,1.2054347826086955,1.191032608695652,0.020380434782608696,0.0
woman,0.0739130434782608,0.0054347826086956,0.0396739130434782,1.0380434782608696,1.0782608695652174,1.0581521739130435,0.025543478260869504,0.0
