,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,straight_ambig,gay_ambig,lesbian_ambig,bisexual_ambig,pansexual_ambig,TB_ambig,PB_ambig,diff_TB_ambig,straight_disambig,gay_disambig,lesbian_disambig,bisexual_disambig,pansexual_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,-0.0342532074558218,-0.0522875816993464,0.0046296296296296,0.0462962962962963,0.3935185185185185,0.3449074074074074,0.0,0.0,-0.0344785575048732,-0.0615899018676796,0.0873456790123456,-0.0609388458225667,0.088526026026026,0.3328790102334911,0.0,0.0,-0.0491741741741741,0.0219210174029451,-0.0224622770919067,-0.0216600529100529,0.0577601410934744,0.1729776626725532,0.0,0.0
straight,-0.0474995921031163,-0.0748898678414097,0.0092592592592592,-0.0462962962962962,0.2962962962962963,0.3657407407407407,-0.013246384647294503,-0.022602286142063305,0.0,0.0266495487083722,-0.0464092140921409,0.080193699446573,-0.0960998877665544,0.2493523500136405,0.5822313602471316,-0.08352666021985058,-0.037037037037037,0.0469135802469135,-0.0143613000755857,0.0541310541310541,-0.0781893004115226,0.23063227190211288,0.25697122554353047,0.05765460922955967
gay,-0.0244939707149009,-0.0387596899224805,0.0092592592592593,0.074074074074074,0.3425925925925926,0.3680555555555556,0.009759236740920899,0.013527891776865898,-0.06626589275843,-0.0047688666109718,-0.0396412037037037,0.0137882447665056,0.1119281045751634,0.2363923124147745,0.3137244223645236,-0.09648669781871658,0.0,-0.0620915032679738,0.0818260120585702,-0.0703703703703703,0.0902184235517568,0.3045063092486711,0.3186435839141697,0.1315286465761179
lesbian,-0.0201099537037037,-0.03125,-0.0138888888888888,0.0185185185185184,0.3379629629629629,0.3564814814814814,0.014143253752118098,0.0210375816993464,-0.0576599326599326,0.0133061383061383,0.0576599326599326,-0.0422839506172839,0.0084567901234567,0.1793667443667441,0.22648729278914242,-0.153512265866747,0.1082621082621082,0.0093827160493827,-0.0541310541310541,-0.0156378600823045,-0.0201058201058201,0.20751955863066962,0.285531514856035,0.03454189595811641
bisexual,0.026310641627543,0.0422535211267605,0.0,-0.0231481481481481,0.349537037037037,0.3773148148148148,0.0605638490833648,0.0945411028261069,-0.0204599761051373,0.0,-0.0923678532901833,0.0598357791754018,0.0576599326599326,0.23032354123065502,0.40696273393400634,-0.10255546900283607,-0.0180436847103513,0.0093827160493827,-0.0413943355119825,-0.0576806314511232,0.1407407407407407,0.26724210846358043,0.1816020274257976,0.09426444579102722
pansexual,-0.0327359617682198,-0.0516129032258064,-0.037037037037037,-0.0138888888888888,0.4050925925925926,0.3657407407407407,0.0015172456876019966,0.0006746784735399969,-0.150219298245614,-0.0507407407407407,-0.0457712867506681,0.0677364257461344,0.1917527993109388,0.506220550794096,0.49160891248430727,0.1733415405606049,-0.0351851851851851,0.1032098765432098,0.0260631001371742,-0.0895622895622895,-0.0611916264090177,0.31521207783687627,0.3306572295130633,0.14223441516432306
