Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.5426396799313689,0.6352806851851984,0.6307785022410998,0.1856840735250972,0.21007724888101542,0.17878943866465077
gpt-4-1106-preview,0.0002906976744185,0.002428450696020719,0.0028616652385460534,0.0,0.13710937499999995,0.14624999999999994
meta-llama/Llama-2-70b-chat-hf,0.6310298715336249,0.8095942970516675,0.7317221817831272,0.355605417048738,0.9791755838810053,0.801619966739225
