Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.259033324016816,0.2694434303027476,0.16940714926224829,0.1599918796801714,0.1880340179326001,0.08384187255288714
gpt-4-1106-preview,0.0111111111111111,0.009953703703703666,0.0030555555555555206,0.0,0.0036590890371468333,0.0043909068445762
meta-llama/Llama-2-70b-chat-hf,0.1744360595791261,0.19896295519919857,0.1879613131630739,0.1600575947420923,0.16991466498390842,0.08482715969090986
