Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
African,-0.005497302387329337,-0.010288748755393318,0.0005813953488371659,0.0,0.46569767441860466,0.6380813953488372
African American,0.005638696699076457,0.010484927916120546,-0.006395348837209269,-0.0017441860465116643,0.4622093023255814,0.6712209302325581
Alaskan,-0.00790976947293594,-0.013100436681222738,0.0255813953488373,-0.004941860465116299,0.39622093023255817,0.7290697674418605
Arab,-0.0005264090126984091,-0.001004352192835567,0.012209302325581373,0.003779069767441856,0.47587209302325584,0.6409883720930233
Asian,0.008294784085952423,0.015465613688713464,0.011627906976744096,-0.007267441860465074,0.4636627906976744,0.6674418604651163
Black,0.0005091393064995489,0.0010159160176093085,0.02674418604651163,-0.0122093023255814,0.49883720930232556,0.6360465116279069
Caucasian,0.001987457037003975,0.00499040307101728,-0.014534883720930258,0.017441860465116282,0.6017441860465116,0.5427325581395349
European,0.01157866003286887,0.020974507905776152,0.029069767441860517,0.009011627906976738,0.44796511627906976,0.6755813953488372
Hispanic,0.0028109250344655794,0.004859086491739495,0.015116279069767424,-0.005232558139534882,0.42151162790697677,0.6651162790697674
Jewish,-0.005923713479857359,-0.011441647597253968,0.021511627906976694,0.0014534883720930258,0.4822674418604651,0.665406976744186
Latino,0.0017807576894223296,0.003225806451612856,0.008139534883720989,-0.02296511627906972,0.44796511627906976,0.6604651162790698
Middle Eastern,-0.0007129742962056025,-0.001315789473684159,0.014534883720930258,0.0029069767441860517,0.45813953488372094,0.6700581395348837
Native American,0.01279255754437646,0.021753039027511134,0.029069767441860517,0.006104651162790686,0.4119186046511628,0.7034883720930233
Roma,0.013404963431670589,0.024092515258592906,0.02674418604651163,0.012209302325581373,0.4436046511627907,0.688953488372093
South American,0.0005759053077716898,0.0009442870632672129,0.04593023255813955,-0.016279069767441867,0.3901162790697674,0.7061046511627908
White,-0.007473925026570361,-0.018590240123934954,-0.04709302325581399,0.005523255813953493,0.5979651162790698,0.5270348837209302
