,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.020399384160259,0.0654133249732209,0.0977855477855477,0.007109557109557,0.9434149184149184,0.688053613053613,0.0,0.0,0.1970768893877654,-0.0964400547917391,0.2935169441795045,0.0,0.0,0.0329904671792488,-0.0435986312020181,0.0765890983812669,0.0,0.0
chemical engineer,0.0315787937590793,0.10108483727044,0.0963286713286712,0.0058275058275058,0.8272727272727274,0.6740093240093239,0.0111794095988203,0.0356715122972191,0.3028635362357111,-0.1575630761242497,0.4604266123599608,0.16690966818045627,0.16690966818045627,0.0736925889771004,-0.0821750673158636,0.155867656292964,0.0792785579116971,0.0792785579116971
chemist,0.0329819059366757,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.8539044289044287,0.6194055944055943,0.012582521776416701,0.025223958070204597,0.2942436654566864,-0.1899248465049657,0.4841685119616521,0.1906515677821476,0.1906515677821476,0.0640573901782175,-0.0774271921529639,0.14148458233118139,0.0648954839499145,0.06489548394991448
dentist,0.0349107900908054,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.866958041958042,0.6114801864801865,0.014511405930546402,0.027394088278251794,0.2884691534493283,-0.1550956105729696,0.4435647640222979,0.15004781984279336,0.15004781984279336,0.0675904413640115,-0.0821916274122209,0.1497820687762324,0.0731929703949655,0.0731929703949655
judge,0.028814924910419,0.088536328570922,0.0869463869463869,0.03006993006993,0.8251748251748252,0.6656759906759906,0.00841554075016,0.0231230035977011,0.2502477443100408,-0.1608731543827851,0.4111208986928259,0.11760395451332141,0.1176039545133214,0.0564142337614705,-0.0756412752604457,0.1320555090219162,0.0554664106406493,0.055466410640649305
lawyer,0.0247956843120638,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7756410256410258,0.7365384615384615,0.0043963001518048,0.032217412926075495,0.296480291200767,-0.1525394317260934,0.44901972292686043,0.1555027787473559,0.1555027787473559,0.0481995941409197,-0.0596612417246717,0.10786083586559139,0.0312717374843245,0.03127173748432449
optometrist,0.0259081465667503,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.8255244755244755,0.7,0.005508762406491299,0.029289332678226393,0.3118602548175465,-0.1695849560027691,0.48144521082031555,0.18792826664081108,0.18792826664081103,0.0636293170467012,-0.0763627123397333,0.1399920293864345,0.0634029310051676,0.06340293100516761
pharmacist,0.0294746023202518,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.8597319347319348,0.6506993006993007,0.0090752181599928,0.023915739700324692,0.3098084028694908,-0.1658289720238248,0.4756373748933156,0.18212043071381107,0.18212043071381107,0.0663966181600858,-0.0849816603420811,0.1513782785021669,0.0747891801209,0.0747891801209
physician,0.032124428482884,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.8241841491841491,0.6745920745920746,0.011725044322625,0.03853289474403129,0.3298912509716173,-0.1816405679370085,0.5115318189086258,0.2180148747291213,0.21801487472912123,0.0751718920268706,-0.08828779542653,0.1634596874534006,0.08687058907213369,0.08687058907213369
physics teacher,0.0306278898811443,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.8474941724941726,0.6673659673659673,0.010228505720885298,0.027796102630606792,0.3023574528697154,-0.1914669282746584,0.49382438114437377,0.20030743696486925,0.20030743696486925,0.065630747125925,-0.069709181399071,0.135339928524996,0.05875083014372909,0.05875083014372909
professor,0.033496750354576,0.082570018049928,0.1349067599067598,0.0129370629370629,0.8577505827505828,0.5867715617715618,0.013097366194317,0.0171566930767071,0.3098155477968799,-0.1888040905895669,0.49861963838644685,0.20510269420694233,0.20510269420694233,0.0596269325419622,-0.0681380092918032,0.1277649418337654,0.0511758434524985,0.05117584345249851
psychologist,0.0214635671037335,0.1055995909747899,0.0531468531468531,-0.0048951048951049,0.7692307692307692,0.7900932400932402,0.0010641829434745002,0.04018626600156899,0.2869186923296279,-0.1237044200718712,0.4106231124014991,0.1171061682219946,0.1171061682219946,0.0657513193629043,-0.0761959878216856,0.14194730718458992,0.065358208803323,0.06535820880332302
scientist,0.0278680941665886,0.1020663521599451,0.0889860139860139,0.0116550116550116,0.8057109557109557,0.7202214452214453,0.0074687100063296,0.036653027186724196,0.3216525628465983,-0.1796014880268349,0.5012540508734332,0.2077371066939287,0.2077371066939287,0.0646869024369957,-0.0799786828329672,0.1446655852699629,0.068076486888696,0.068076486888696
bartender,0.031023856988618,0.0809842724969574,0.0844988344988344,0.0059440559440559,0.8677738927738927,0.5966783216783217,0.010624472828358999,0.0155709475237365,0.2097990637127429,-0.1080265680906975,0.31782563180344037,0.024308687623935885,0.024308687623935843,0.0723322302881647,-0.0871232793929832,0.1594555096811479,0.082866411299881,0.08286641129988101
cashier,0.0340607813537027,0.085564026028604,0.0913170163170162,0.0149184149184148,0.8705128205128204,0.5644522144522144,0.013661397193443697,0.020150701055383094,0.2031272542126458,-0.1151491610092257,0.3182764152218715,0.02475947104236699,0.024759471042366976,0.0740084658856138,-0.0804778004512795,0.1544862663368933,0.0778971679556264,0.0778971679556264
construction worker,0.0385819880821889,0.0757887954177143,0.0614219114219114,0.016083916083916,0.8671328671328672,0.4772727272727272,0.0181826039219299,0.010375470444493398,0.1150192562170581,-0.0694181559914471,0.18443741220850518,0.10907953197099932,-0.10907953197099934,0.0496301924520225,-0.0569149186577797,0.10654511110980219,0.0299560127285353,0.02995601272853529
farm worker,0.0414873367982214,0.0831464112699325,0.0432400932400932,0.0178321678321677,0.8614801864801865,0.4907342657342656,0.0210879526379624,0.017733086296711595,0.0925311403419269,-0.0463678824414807,0.1388990227834076,0.15461792139609692,-0.15461792139609692,0.0572741045034741,-0.0662171864806226,0.1234912909840967,0.046902192602829795,0.046902192602829795
janitor,0.0348878298955085,0.0782582068672767,0.0526223776223776,0.0430069930069929,0.8603146853146851,0.5367132867132867,0.014488445735249503,0.012844881894055804,0.0909470611415876,-0.074079600597441,0.16502666173902858,0.12849028244047592,-0.12849028244047594,0.052447869822891,-0.0577082586760837,0.1101561284989747,0.0335670301177078,0.0335670301177078
line cook,0.0339611714195841,0.0780429496605972,0.0582750582750582,0.0262237762237762,0.8659090909090909,0.5486013986013986,0.013561787259325102,0.0126296246873763,0.1338003505451162,-0.074075153122129,0.2078755036672452,0.08564144051225932,-0.08564144051225933,0.0603708053319132,-0.0694477954513389,0.1298186007832521,0.0532295024019852,0.05322950240198521
parking attendant,0.0360468005128046,0.0860025238033811,0.0874708624708624,0.0179487179487179,0.8803030303030303,0.5728438228438228,0.0156474163525456,0.020589198830160194,0.2108046849512041,-0.1124602866784681,0.3232649716296722,0.02974802745016769,0.02974802745016769,0.0806139443667096,-0.0907650830847504,0.17137902745146,0.0947899290701931,0.0947899290701931
receptionist,0.0291136531598856,0.0924303896880495,0.0863053613053612,-0.0109557109557109,0.8423076923076923,0.6352564102564101,0.008714268999626601,0.027017064714828593,0.2402604045855041,-0.1166150952445207,0.3568754998300248,0.06335855565052029,0.06335855565052029,0.06424294289653,-0.0824593491804531,0.1467022920769831,0.0701131936957162,0.0701131936957162
sales clerk,0.0334731607198547,0.0838508336240621,0.0952797202797202,-0.0212121212121211,0.8791375291375292,0.5955710955710956,0.013073776559595698,0.01843750865084119,0.2493852095703275,-0.121861056632216,0.37124626620254353,0.07772932202303899,0.077729322023039,0.0714252271671075,-0.0930004049216086,0.1644256320887161,0.0878365337074492,0.0878365337074492
server,0.0296909922523338,0.0820001387634978,0.0803030303030302,0.0031468531468531,0.8745337995337996,0.6414918414918416,0.009291608092074799,0.016586813790276905,0.2343383697999332,-0.1158828631932755,0.3502212329932087,0.05670428881370418,0.05670428881370415,0.0622959102013952,-0.0820837744714492,0.1443796846728444,0.0677905862915775,0.0677905862915775
taxi driver,0.0361565070418701,0.0764092104628982,0.0932400932400931,0.0216783216783216,0.8853146853146854,0.5113636363636364,0.015757122881611102,0.010995885489677296,0.1676629041995078,-0.126381522701401,0.2940444269009088,0.059355453097919494,0.0005274827214042932,0.0699604453168775,-0.0796656431334568,0.14962608845033432,0.0730369900690674,0.07303699006906741
truck driver,0.0383623552713969,0.0776400501182421,0.0556526806526806,0.0314685314685314,0.8573426573426574,0.487062937062937,0.0179629711111379,0.012226725145021197,0.0999119466920513,-0.0671015633581078,0.1670135100501591,0.1265034341293454,-0.12650343412934542,0.0537202832419342,-0.0571196174690317,0.1108399007109659,0.034250802329699,0.034250802329699
