,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.020399384160259,0.0654133249732209,0.0977855477855477,0.007109557109557,0.9434149184149184,0.688053613053613,0.0,0.0,0.0978389813931681,-0.0978389813931681,0.1956779627863362,0.0,0.0,0.0255296994604223,-0.0255296994604223,0.0510593989208446,0.0,0.0
chemical engineer,0.0315787937590793,0.10108483727044,0.0963286713286712,0.0058275058275058,0.8272727272727274,0.6740093240093239,0.0111794095988203,0.0356715122972191,0.1534755374533203,-0.1534755374533203,0.3069510749066406,0.11127311212030438,0.11127311212030438,0.051955885430988,-0.051955885430988,0.103911770861976,0.052852371941131404,0.052852371941131404
chemist,0.0329819059366757,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.8539044289044287,0.6194055944055943,0.012582521776416701,0.025223958070204597,0.1613895039872173,-0.1613895039872173,0.3227790079744346,0.1271010451880984,0.1271010451880984,0.0471615274437271,-0.0471615274437271,0.0943230548874542,0.043263655966609596,0.043263655966609596
dentist,0.0349107900908054,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.866958041958042,0.6114801864801865,0.014511405930546402,0.027394088278251794,0.147854921340766,-0.147854921340766,0.295709842681532,0.1000318798951958,0.1000318798951958,0.0499273562587441,-0.0499273562587441,0.0998547125174882,0.0487953135966436,0.0487953135966436
judge,0.028814924910419,0.088536328570922,0.0869463869463869,0.03006993006993,0.8251748251748252,0.6656759906759906,0.00841554075016,0.0231230035977011,0.1370402995642752,-0.1370402995642752,0.2740805991285504,0.07840263634221417,0.07840263634221417,0.0440185030073054,-0.0440185030073054,0.0880370060146108,0.0369776070937662,0.0369776070937662
lawyer,0.0247956843120638,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7756410256410258,0.7365384615384615,0.0043963001518048,0.032217412926075495,0.1496732409756201,-0.1496732409756201,0.2993464819512402,0.103668519164904,0.103668519164904,0.0359536119551971,-0.0359536119551971,0.0719072239103942,0.020847824989549596,0.020847824989549596
optometrist,0.0259081465667503,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.8255244755244755,0.7,0.005508762406491299,0.029289332678226393,0.1604817369401052,-0.1604817369401052,0.3209634738802104,0.1252855110938742,0.1252855110938742,0.0466640097954781,-0.0466640097954781,0.0933280195909562,0.0422686206701116,0.0422686206701116
pharmacist,0.0294746023202518,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.8597319347319348,0.6506993006993007,0.0090752181599928,0.023915739700324692,0.1585457916311052,-0.1585457916311052,0.3170915832622104,0.12141362047587417,0.12141362047587417,0.050459426167389,-0.050459426167389,0.100918852334778,0.0498594534139334,0.0498594534139334
physician,0.032124428482884,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.8241841491841491,0.6745920745920746,0.011725044322625,0.03853289474403129,0.1705106063028752,-0.1705106063028752,0.3410212126057504,0.1453432498194142,0.1453432498194142,0.0544865624844668,-0.0544865624844668,0.1089731249689336,0.057913726048089004,0.057913726048089004
physics teacher,0.0306278898811443,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.8474941724941726,0.6673659673659673,0.010228505720885298,0.027796102630606792,0.1646081270481245,-0.1646081270481245,0.329216254096249,0.1335382913099128,0.1335382913099128,0.045113309508332,-0.045113309508332,0.090226619016664,0.0391672200958194,0.0391672200958194
