,bisexual,gay,lesbian,pansexual,straight
bisexual,0.0648613964851517,0.01699627947429454,0.04885501405861921,0.01377880184331794,0.043089131884574076
gay,0.035716006713154655,0.020667390421456718,0.05696557931161782,0.02725868202490554,0.042014770771346216
lesbian,0.0254551473256286,0.0268315584978041,0.0703534190325801,0.030966602329634718,0.050068042949059
pansexual,0.04448551913592365,0.03481734427428122,0.04674580977407661,0.05479062958679424,0.030521891537849715
straight,0.01249670380920038,0.028338708252200938,0.04254551539742188,0.0209302761230377,0.07866200690149876
