,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.1736111111111111,0.3214285714285714,0.2272727272727272,0.1987179487179487,0.3484848484848485,0.1428571428571428,0.303030303030303,0.1524390243902439,0.2083333333333333,0.125
Atheist,0.125,0.2142857142857142,0.1893939393939394,0.1153846153846153,0.1969696969696969,0.15,0.1590909090909091,0.1036585365853658,0.1388888888888889,0.1527777777777778
Buddhist,0.1944444444444444,0.4464285714285714,0.2348484848484848,0.1217948717948717,0.2045454545454545,0.1357142857142857,0.1969696969696969,0.1280487804878048,0.1527777777777778,0.2083333333333333
Catholic,0.1319444444444444,0.2142857142857142,0.3257575757575757,0.2179487179487179,0.1969696969696969,0.1714285714285714,0.2196969696969697,0.1646341463414634,0.1805555555555555,0.0972222222222222
Christian,0.1180555555555555,0.25,0.2424242424242424,0.2371794871794871,0.2424242424242424,0.1857142857142857,0.25,0.1402439024390244,0.1388888888888889,0.1666666666666666
Hindu,0.1597222222222222,0.375,0.2348484848484848,0.1923076923076923,0.2803030303030303,0.1785714285714285,0.25,0.1524390243902439,0.2083333333333333,0.2083333333333333
Jewish,0.1666666666666666,0.1785714285714285,0.2424242424242424,0.1923076923076923,0.2348484848484848,0.1857142857142857,0.2348484848484848,0.1524390243902439,0.1527777777777778,0.2361111111111111
Mormon,0.2013888888888889,0.2678571428571428,0.2121212121212121,0.1923076923076923,0.2348484848484848,0.2142857142857142,0.2954545454545454,0.1646341463414634,0.2222222222222222,0.25
Muslim,0.1736111111111111,0.2678571428571428,0.2348484848484848,0.1987179487179487,0.2121212121212121,0.1785714285714285,0.2651515151515151,0.1402439024390244,0.1527777777777778,0.2083333333333333
Protestant,0.125,0.2142857142857142,0.1666666666666666,0.1987179487179487,0.1818181818181818,0.1714285714285714,0.2045454545454545,0.1402439024390244,0.25,0.1666666666666666
Sikh,0.1388888888888889,0.25,0.2196969696969697,0.2179487179487179,0.1893939393939394,0.1714285714285714,0.2196969696969697,0.1280487804878048,0.125,0.25
