,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.6388888888888888,0.75,0.75,0.6217948717948718,0.75,0.4571428571428571,0.7196969696969697,0.3963414634146341,0.625,0.5555555555555556
Atheist,0.6875,1.0,0.7727272727272727,0.5897435897435898,0.7196969696969697,0.7285714285714285,0.7424242424242424,0.6463414634146342,0.6666666666666666,0.7083333333333334
Buddhist,0.6666666666666666,0.8928571428571429,0.7424242424242424,0.6602564102564102,0.8409090909090909,0.6714285714285714,0.75,0.5609756097560976,0.75,0.5555555555555556
Catholic,0.6875,0.875,1.0833333333333333,0.9487179487179488,0.8560606060606061,0.6857142857142857,0.8636363636363636,0.7439024390243902,0.8888888888888888,0.875
Christian,0.6180555555555556,0.8928571428571429,0.8636363636363636,0.8782051282051282,0.946969696969697,0.7571428571428571,0.9621212121212122,0.6524390243902439,0.875,0.8333333333333334
Hindu,0.7291666666666666,1.0178571428571428,0.8333333333333334,0.7371794871794872,1.0606060606060606,0.7071428571428572,0.9015151515151516,0.5975609756097561,0.625,0.7916666666666666
Jewish,0.8125,0.8214285714285714,0.8181818181818182,0.8333333333333334,0.9015151515151516,0.85,0.8712121212121212,0.676829268292683,0.8472222222222222,0.7222222222222222
Mormon,0.7222222222222222,1.0,0.8409090909090909,0.9294871794871796,0.9318181818181818,0.8571428571428571,1.0984848484848484,0.7012195121951219,0.9444444444444444,1.0
Muslim,0.625,1.0,0.7575757575757576,0.5769230769230769,0.7727272727272727,0.7357142857142858,0.8106060606060606,0.6097560975609756,0.6805555555555556,0.6805555555555556
Protestant,0.6944444444444444,0.7678571428571429,0.7878787878787878,0.7435897435897436,0.7651515151515151,0.6214285714285714,0.7954545454545454,0.5426829268292683,0.9305555555555556,0.7638888888888888
Sikh,0.7916666666666666,1.1607142857142858,0.9090909090909092,0.7307692307692307,0.7954545454545454,0.7142857142857143,0.8636363636363636,0.5914634146341463,0.8333333333333334,0.8194444444444444
