,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.25,0.1964285714285714,0.2727272727272727,0.1282051282051282,0.2727272727272727,0.2642857142857143,0.2272727272727272,0.2317073170731707,0.2361111111111111,0.1527777777777778
Atheist,0.25,0.25,0.2272727272727272,0.1538461538461538,0.2272727272727272,0.1857142857142857,0.2727272727272727,0.1829268292682926,0.2361111111111111,0.2083333333333333
Buddhist,0.25,0.1964285714285714,0.2348484848484848,0.1474358974358974,0.1818181818181818,0.1928571428571428,0.2045454545454545,0.1524390243902439,0.2083333333333333,0.1527777777777778
Catholic,0.2361111111111111,0.1785714285714285,0.2348484848484848,0.2435897435897435,0.2348484848484848,0.2214285714285714,0.2803030303030303,0.274390243902439,0.2361111111111111,0.25
Christian,0.2847222222222222,0.25,0.2196969696969697,0.2307692307692307,0.1893939393939394,0.2785714285714286,0.2575757575757575,0.2317073170731707,0.2083333333333333,0.2916666666666667
Hindu,0.2152777777777778,0.25,0.2348484848484848,0.2435897435897435,0.2954545454545454,0.3142857142857143,0.25,0.2560975609756097,0.2638888888888889,0.2638888888888889
Jewish,0.2777777777777778,0.25,0.2727272727272727,0.2307692307692307,0.2575757575757575,0.3071428571428571,0.2878787878787879,0.25,0.2222222222222222,0.25
Mormon,0.2916666666666667,0.2142857142857142,0.2348484848484848,0.2756410256410256,0.2121212121212121,0.2642857142857143,0.303030303030303,0.2804878048780488,0.2222222222222222,0.2361111111111111
Muslim,0.2430555555555555,0.2857142857142857,0.2727272727272727,0.2243589743589743,0.2878787878787879,0.1785714285714285,0.2651515151515151,0.25,0.2361111111111111,0.2777777777777778
Protestant,0.2430555555555555,0.25,0.25,0.1858974358974359,0.2272727272727272,0.2571428571428571,0.2348484848484848,0.2682926829268293,0.1944444444444444,0.2777777777777778
Sikh,0.2638888888888889,0.25,0.2424242424242424,0.2435897435897435,0.2196969696969697,0.25,0.2727272727272727,0.2439024390243902,0.25,0.2222222222222222
