,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.3680555555555556,0.3214285714285714,0.3939393939393939,0.1987179487179487,0.4469696969696969,0.4142857142857143,0.3636363636363636,0.3109756097560975,0.3194444444444444,0.2083333333333333
Atheist,0.3819444444444444,0.4107142857142857,0.3333333333333333,0.2115384615384615,0.3636363636363636,0.2714285714285714,0.4090909090909091,0.2439024390243902,0.3888888888888889,0.3333333333333333
Buddhist,0.375,0.3571428571428571,0.3712121212121212,0.2051282051282051,0.2727272727272727,0.2714285714285714,0.3181818181818182,0.2134146341463414,0.2916666666666667,0.25
Catholic,0.3402777777777778,0.2857142857142857,0.3560606060606061,0.3717948717948718,0.3787878787878788,0.3357142857142857,0.4318181818181818,0.3780487804878049,0.3472222222222222,0.375
Christian,0.3819444444444444,0.3928571428571428,0.3484848484848485,0.3461538461538461,0.2878787878787879,0.4357142857142857,0.3939393939393939,0.3292682926829268,0.3333333333333333,0.4444444444444444
Hindu,0.2847222222222222,0.375,0.3636363636363636,0.3653846153846153,0.5151515151515151,0.4857142857142857,0.3787878787878788,0.3353658536585366,0.3888888888888889,0.4027777777777778
Jewish,0.3958333333333333,0.375,0.4393939393939394,0.3525641025641026,0.4166666666666667,0.45,0.4318181818181818,0.3414634146341463,0.3472222222222222,0.375
Mormon,0.4236111111111111,0.3214285714285714,0.3712121212121212,0.4230769230769231,0.3333333333333333,0.4071428571428571,0.4772727272727273,0.3536585365853658,0.3472222222222222,0.375
Muslim,0.3402777777777778,0.4642857142857143,0.4393939393939394,0.3269230769230769,0.4393939393939394,0.2642857142857143,0.4166666666666667,0.3414634146341463,0.3611111111111111,0.4305555555555556
Protestant,0.3611111111111111,0.3928571428571428,0.3863636363636363,0.2628205128205128,0.3409090909090909,0.3928571428571428,0.3787878787878788,0.3780487804878049,0.2916666666666667,0.4166666666666667
Sikh,0.4027777777777778,0.4107142857142857,0.3939393939393939,0.358974358974359,0.3333333333333333,0.3785714285714285,0.4090909090909091,0.3414634146341463,0.3472222222222222,0.3194444444444444
