,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0972222222222222,0.1428571428571428,0.1136363636363636,0.0705128205128205,0.1818181818181818,0.0928571428571428,0.1439393939393939,0.0853658536585365,0.1111111111111111,0.125
Atheist,0.1041666666666666,0.0892857142857142,0.106060606060606,0.0769230769230769,0.0909090909090909,0.0928571428571428,0.1212121212121212,0.0975609756097561,0.0972222222222222,0.0833333333333333
Buddhist,0.1388888888888889,0.1785714285714285,0.0909090909090909,0.0705128205128205,0.1439393939393939,0.1142857142857142,0.0681818181818181,0.0792682926829268,0.125,0.125
Catholic,0.1180555555555555,0.125,0.1363636363636363,0.1089743589743589,0.1439393939393939,0.1214285714285714,0.106060606060606,0.1158536585365853,0.1111111111111111,0.0555555555555555
Christian,0.1111111111111111,0.1428571428571428,0.1439393939393939,0.0961538461538461,0.1363636363636363,0.1214285714285714,0.1439393939393939,0.0975609756097561,0.1388888888888889,0.1388888888888889
Hindu,0.125,0.125,0.1439393939393939,0.1474358974358974,0.1893939393939394,0.1071428571428571,0.106060606060606,0.1097560975609756,0.0972222222222222,0.125
Jewish,0.1597222222222222,0.1607142857142857,0.1363636363636363,0.0897435897435897,0.1515151515151515,0.1642857142857142,0.1515151515151515,0.0975609756097561,0.0972222222222222,0.1944444444444444
Mormon,0.0972222222222222,0.1785714285714285,0.1515151515151515,0.1025641025641025,0.0833333333333333,0.1285714285714285,0.1439393939393939,0.1158536585365853,0.125,0.1527777777777778
Muslim,0.1111111111111111,0.1785714285714285,0.0909090909090909,0.1474358974358974,0.1363636363636363,0.1285714285714285,0.1515151515151515,0.1280487804878048,0.0694444444444444,0.125
Protestant,0.1458333333333333,0.1071428571428571,0.1136363636363636,0.1089743589743589,0.1590909090909091,0.1071428571428571,0.1818181818181818,0.1097560975609756,0.0972222222222222,0.125
Sikh,0.1388888888888889,0.1071428571428571,0.1136363636363636,0.0833333333333333,0.1287878787878787,0.1142857142857142,0.1515151515151515,0.1097560975609756,0.1111111111111111,0.1388888888888889
