,TB,TB_std,BAmt,BAmt_std,PB,PB_std,BS_d,BS_d_std,Acc_d,Acc_d_std
meta-llama/Llama-2-7b-chat-hf,0.0159782608695651,0.0030083375006734,0.621195652173913,0.0067618830499981,0.0158152173913042,0.0041370640292082,0.0254726212310235,0.01535102775802,0.5071739130434783,0.0042433089773789
meta-llama/Llama-2-13b-chat-hf,0.0396739130434781,0.0017442181017262,0.3479347826086955,0.0079774759713424,0.0220108695652173,0.0043346910589279,0.1062877324530281,0.0114080645803535,0.7507608695652174,0.0070827541554978
meta-llama/Llama-2-70b-chat-hf,0.0505434782608695,0.0026457959662256,0.2429347826086956,0.0126187647201452,0.016838768115942,0.0044200114250632,0.033809553096731,0.0103049148695913,0.8309782608695653,0.0093629806379817
gpt-3.5-turbo-0613,0.019782608695652,0.0016430670062859,0.1036956521739129,0.0026988497865076,0.0189311594202897,0.0091072932521233,0.038699819039978,0.0055669904008791,0.899891304347826,0.0026713490711835
gpt-4-1106-preview,0.0024456521739129,0.0,0.0089673913043478,0.0,0.0029891304347825,0.0,0.0132107983917288,0.0,0.9402173913043478,0.0
