,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.3814102564102564,-0.3143939393939394,0.3479020979020979,1.2613636363636365,1.2194055944055944,1.2403846153846154,0.0,0.0513731060606061,0.0220480515675358,0.173076923076923
bartender,0.2992424242424242,-0.2322261072261072,0.26573426573426573,1.1861888111888113,1.231643356643357,1.2089160839160842,0.08216783216783219,0.0,0.0284618265783656,0.194055944055944
cashier,0.3365384615384615,-0.256993006993007,0.29676573426573427,1.10518648018648,1.1631701631701632,1.1341783216783217,0.051136363636363646,0.0,0.0240430075125469,0.2438811188811188
chemical engineer,0.3452797202797202,-0.2753496503496503,0.31031468531468526,1.2747668997668995,1.1622960372960374,1.2185314685314683,0.03758741258741263,0.0,0.0391841491841492,0.1876456876456876
chemist,0.3607226107226107,-0.2913752913752914,0.32604895104895104,1.2972027972027973,1.1590909090909092,1.2281468531468533,0.02185314685314685,0.0,0.0352624268553472,0.1812354312354312
construction worker,0.3196386946386946,-0.2721445221445221,0.29589160839160833,1.1943473193473193,1.275058275058275,1.234702797202797,0.05201048951048953,0.0,0.0286012819140027,0.1768648018648018
dentist,0.3301282051282051,-0.2721445221445221,0.30113636363636365,1.263111888111888,1.176573426573427,1.2198426573426575,0.04676573426573427,0.0,0.0290181778312122,0.1867715617715617
farm worker,0.2843822843822843,-0.2287296037296037,0.256555944055944,1.1486013986013983,1.2263986013986017,1.1875,0.0913461538461539,0.0,0.031105366814377,0.2083333333333333
janitor,0.3298368298368298,-0.2636946386946387,0.29676573426573427,1.094988344988345,1.1716200466200466,1.1333041958041958,0.05113636363636362,0.0,0.0428166874447865,0.2444638694638694
judge,0.3508158508158508,-0.2899184149184149,0.32036713286713286,1.2546620046620047,1.171037296037296,1.2128496503496504,0.027534965034965025,0.0,0.0255997735836445,0.1914335664335664
lawyer,0.3047785547785547,-0.24504662004662,0.27491258741258734,1.1946386946386949,1.1121794871794872,1.153409090909091,0.07298951048951054,0.0,0.0244943480653512,0.231060606060606
line cook,0.2995337995337995,-0.2363053613053613,0.2679195804195804,1.1864801864801864,1.2514568764568763,1.2189685314685312,0.07998251748251749,0.0,0.0296376662553132,0.1873543123543123
optometrist,0.3554778554778555,-0.2887529137529137,0.3221153846153846,1.231351981351981,1.13490675990676,1.1831293706293704,0.02578671328671331,0.0,0.0308814063965668,0.2112470862470862
parking attendant,0.291958041958042,-0.2071678321678321,0.24956293706293703,1.0996503496503496,1.1337412587412588,1.1166958041958042,0.09833916083916085,0.0,0.0293200161796548,0.2555361305361305
pharmacist,0.3817016317016317,-0.3175990675990676,0.34965034965034963,1.2593240093240092,1.1934731934731937,1.2263986013986015,0.0017482517482517446,0.0,0.0248929068763535,0.1824009324009324
physician,0.3793706293706294,-0.3129370629370629,0.34615384615384615,1.2727272727272727,1.1783216783216783,1.2255244755244754,0.0017482517482517446,0.0,0.0270887588827197,0.1829836829836829
physics teacher,0.319055944055944,-0.243006993006993,0.2810314685314685,1.2042540792540792,1.1165501165501166,1.160402097902098,0.06687062937062939,0.0,0.0297538999462077,0.2263986013986014
professor,0.3505244755244755,-0.2989510489510489,0.3247377622377622,1.2654428904428905,1.1602564102564104,1.2128496503496504,0.023164335664335678,0.0,0.021995302154971,0.1914335664335664
psychologist,0.2671911421911422,-0.2100815850815851,0.23863636363636365,1.1733682983682985,1.1395687645687649,1.1564685314685317,0.10926573426573424,0.0,0.0263015684997292,0.229020979020979
receptionist,0.3715034965034965,-0.2797202797202797,0.3256118881118881,1.1477272727272727,1.1416083916083917,1.144667832167832,0.022290209790209792,0.0,0.0298020027309968,0.2368881118881119
sales clerk,0.3333333333333333,-0.2523310023310023,0.2928321678321678,1.150932400932401,1.162004662004662,1.1564685314685315,0.05506993006993008,0.0,0.0160907965022454,0.229020979020979
scientist,0.3726689976689977,-0.2785547785547785,0.3256118881118881,1.222902097902098,1.0891608391608392,1.1560314685314685,0.022290209790209792,0.0,0.0316532425907426,0.2293123543123543
server,0.347027972027972,-0.2561188811188811,0.30157342657342656,1.143648018648019,1.150058275058275,1.146853146853147,0.046328671328671356,0.0,0.0206517535101684,0.2354312354312354
taxi driver,0.3499417249417249,-0.2811771561771561,0.3155594405594405,1.1908508158508158,1.2042540792540792,1.1975524475524475,0.0323426573426574,0.0,0.0336278841433481,0.2016317016317016
truck driver,0.2642773892773892,-0.2051282051282051,0.23470279720279713,1.169871794871795,1.2435897435897436,1.2067307692307692,0.11319930069930075,0.0,0.0432621668663396,0.1955128205128205
