,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1363636363636363,-0.0801282051282051,0.1082459207459207,0.4306526806526806,0.3971445221445221,0.41389860139860135,0.0,0.026096299533799532,0.032295989431513,0.1722027972027972
bartender,0.122086247086247,-0.041083916083916,0.0815850815850815,0.3417832167832167,0.4035547785547785,0.37266899766899764,0.026660839160839195,0.0,0.0276707007476238,0.2546620046620046
cashier,0.1299533799533799,-0.0378787878787878,0.08391608391608385,0.2989510489510489,0.3636363636363636,0.33129370629370625,0.024329836829836842,0.0,0.019921449566669,0.3374125874125874
chemical engineer,0.134032634032634,-0.0539044289044289,0.09396853146853144,0.4335664335664335,0.319055944055944,0.37631118881118875,0.014277389277389252,0.0,0.0404635686893751,0.2473776223776223
chemist,0.1445221445221445,-0.0623543123543123,0.1034382284382284,0.4627039627039627,0.2942890442890443,0.3784965034965035,0.012966200466200506,0.0,0.0263065275048498,0.243006993006993
construction worker,0.1031468531468531,-0.067016317016317,0.08508158508158505,0.3315850815850816,0.4574592074592075,0.3945221445221445,0.02316433566433565,0.0,0.0365254923118424,0.2109557109557109
dentist,0.1553030303030303,-0.071095571095571,0.11319930069930065,0.4251165501165501,0.3257575757575757,0.3754370629370629,0.013986013986014047,0.0,0.0299455752580753,0.2491258741258741
farm worker,0.106060606060606,-0.0527389277389277,0.07939976689976685,0.2942890442890443,0.4187062937062937,0.356497668997669,0.028846153846153848,0.0,0.0339928811817867,0.287004662004662
janitor,0.0999417249417249,-0.0477855477855477,0.0738636363636363,0.252039627039627,0.3793706293706294,0.3157051282051282,0.0343822843822844,0.0,0.0252105728512261,0.3685897435897436
judge,0.1282051282051282,-0.0399184149184149,0.08406177156177155,0.384032634032634,0.2992424242424242,0.3416375291375291,0.02418414918414915,0.0,0.0186914149680107,0.3167249417249417
lawyer,0.1153846153846153,-0.039044289044289,0.07721445221445214,0.3776223776223776,0.2832167832167832,0.3304195804195804,0.03103146853146855,0.0,0.0388250629714794,0.3391608391608391
line cook,0.1008158508158508,-0.0524475524475524,0.0766317016317016,0.3082750582750583,0.4271561771561771,0.36771561771561767,0.03161421911421909,0.0,0.0220585253578655,0.2645687645687645
optometrist,0.1346153846153846,-0.0437062937062937,0.08916083916083915,0.384032634032634,0.3123543123543124,0.34819347319347316,0.019085081585081543,0.0,0.0285046344950737,0.3036130536130536
parking attendant,0.1063519813519813,-0.0145687645687645,0.060460372960372905,0.2840909090909091,0.3595571095571095,0.32182400932400934,0.04778554778554779,0.0,0.0186790235157829,0.3563519813519814
pharmacist,0.1445221445221445,-0.0451631701631701,0.0948426573426573,0.3793706293706294,0.3097319347319347,0.34455128205128205,0.021561771561771605,0.0,0.034888592536644,0.3108974358974359
physician,0.1535547785547785,-0.0367132867132867,0.0951340326340326,0.414044289044289,0.291958041958042,0.3530011655011655,0.0303030303030303,0.0,0.0241349734343267,0.293997668997669
physics teacher,0.1349067599067599,-0.0466200466200466,0.09076340326340325,0.3918997668997669,0.3135198135198135,0.3527097902097902,0.017482517482517442,0.0,0.0303225133075879,0.2945804195804196
professor,0.127039627039627,-0.0501165501165501,0.08857808857808855,0.4452214452214452,0.2954545454545454,0.3703379953379953,0.01966783216783214,0.0,0.0228617401976706,0.2593240093240093
psychologist,0.1019813519813519,-0.0195221445221445,0.0607517482517482,0.3601398601398601,0.2986596736596736,0.32939976689976685,0.047494172494172496,0.0,0.0162641762382695,0.3412004662004662
receptionist,0.1386946386946387,-0.0364219114219114,0.08755827505827504,0.3257575757575757,0.347027972027972,0.33639277389277383,0.02301864801864804,0.0,0.0284446063681445,0.3272144522144522
sales clerk,0.1349067599067599,-0.0358391608391608,0.08537296037296035,0.3324592074592075,0.3615967365967366,0.34702797202797203,0.022872960372960344,0.0,0.0263986537571443,0.3059440559440559
scientist,0.1314102564102564,-0.0393356643356643,0.08537296037296034,0.3843240093240093,0.2607808857808857,0.3225524475524475,0.02287296037296035,0.0,0.020709000266844,0.3548951048951049
server,0.1252913752913753,-0.0276806526806526,0.07648601398601394,0.3106060606060606,0.3551864801864802,0.3328962703962704,0.031759906759906746,0.0,0.0189649996468178,0.3342074592074592
taxi driver,0.1153846153846153,-0.0477855477855477,0.0815850815850815,0.3513986013986014,0.4032634032634032,0.3773310023310023,0.0266608391608392,0.0,0.0300608527421845,0.2453379953379953
truck driver,0.1101398601398601,-0.0457459207459207,0.0779428904428904,0.3187645687645687,0.4356060606060606,0.3771853146853147,0.030303030303030293,0.0,0.0174809593258791,0.2456293706293706
