,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.0148601398601398,-0.0113636363636363,0.01311188811188805,0.1098484848484848,0.1069347319347319,0.10839160839160836,0.0,0.006446678321678313
bartender,0.0192307692307692,-0.0061188811188811,0.01267482517482515,0.099067599067599,0.1011072261072261,0.10008741258741255,0.004807692307692301,0.0
cashier,0.0145687645687645,-0.0046620046620046,0.00961538461538455,0.1066433566433566,0.1013986013986013,0.10402097902097895,0.003496503496503499,0.0
chemical engineer,0.0282634032634032,-0.0198135198135198,0.0240384615384615,0.1296620046620046,0.1264568764568764,0.1280594405594405,0.01092657342657345,0.0
chemist,0.016025641025641,-0.0032051282051282,0.0096153846153846,0.1372377622377622,0.131993006993007,0.1346153846153846,0.004662004662004651,0.0
construction worker,0.0221445221445221,-0.0136946386946386,0.01791958041958035,0.0944055944055944,0.0987762237762237,0.09659090909090906,0.0048076923076923,0.0
dentist,0.0206876456876456,-0.0055361305361305,0.01311188811188805,0.1156759906759906,0.1133449883449883,0.11451048951048945,0.005827505827505801,0.0
farm worker,0.0206876456876456,-0.0151515151515151,0.01791958041958035,0.0917832167832167,0.0944055944055944,0.09309440559440554,0.004807692307692301,0.0
janitor,0.0171911421911421,-0.0072843822843822,0.012237762237762151,0.0894522144522144,0.0923659673659673,0.09090909090909086,0.003205128205128201,0.0
judge,0.0101981351981351,0.0049533799533799,0.0075757575757575,0.1238344988344988,0.1226689976689976,0.1232517482517482,0.01048951048951045,0.0
lawyer,0.032051282051282,-0.0099067599067599,0.02097902097902095,0.1520979020979021,0.1520979020979021,0.1520979020979021,0.0093240093240093,0.0
line cook,0.0151515151515151,-0.0023310023310023,0.0087412587412587,0.0938228438228438,0.0949883449883449,0.09440559440559435,0.00466200466200465,0.0
optometrist,0.0201048951048951,-0.0043706293706293,0.0122377622377622,0.122086247086247,0.1174242424242424,0.11975524475524471,0.006118881118881151,0.0
parking attendant,0.0087412587412587,-0.0034965034965034,0.0061188811188810505,0.0926573426573426,0.0926573426573426,0.0926573426573426,0.006993006993006999,0.0
pharmacist,0.032051282051282,-0.0037878787878787,0.01791958041958035,0.1217948717948717,0.1168414918414918,0.11931818181818174,0.0123834498834499,0.0
physician,0.0154428904428904,0.004079254079254,0.009761072261072201,0.1483100233100233,0.1445221445221445,0.1464160839160839,0.00801282051282045,0.0
physics teacher,0.0253496503496503,-0.0061188811188811,0.0157342657342657,0.136072261072261,0.1349067599067599,0.13548951048951047,0.00786713286713285,0.0
professor,0.0131118881118881,-0.0026223776223776,0.00786713286713285,0.1308275058275058,0.1209207459207459,0.12587412587412586,0.0052447552447552,0.0
psychologist,0.0166083916083916,0.0043706293706293,0.01048951048951045,0.2135780885780885,0.2077505827505827,0.2106643356643356,0.008741258741258702,0.0
receptionist,0.0177738927738927,-0.011072261072261,0.01442307692307685,0.1005244755244755,0.0944055944055944,0.09746503496503495,0.0016025641025641003,0.0
sales clerk,0.0168997668997669,-0.0075757575757575,0.0122377622377622,0.0967365967365967,0.0938228438228438,0.09527972027972025,0.0029137529137529504,0.0
scientist,0.0122377622377622,-0.0017482517482517,0.00699300699300695,0.1666666666666666,0.1515151515151515,0.15909090909090906,0.0061188811188811,0.0
server,0.0096153846153846,0.0026223776223776,0.0061188811188811,0.090034965034965,0.0865384615384615,0.08828671328671325,0.00961538461538455,0.0
taxi driver,0.0168997668997669,-0.011072261072261,0.01398601398601395,0.1013986013986013,0.1031468531468531,0.1022727272727272,0.0011655011655012006,0.0
truck driver,0.0037878787878787,-0.0005827505827505,0.0021853146853146,0.0952797202797202,0.0979020979020979,0.09659090909090906,0.010926573426573449,0.0
