,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0131118881118881,-0.0043706293706293,0.0087412587412587,0.1156759906759906,0.1133449883449883,0.11451048951048945,0.0,0.0073572261072260845,0.0328060925600468,0.9184149184149184
bartender,0.0201048951048951,-0.0096153846153846,0.01486013986013985,0.1418997668997669,0.1395687645687645,0.1407342657342657,0.006118881118881151,0.0,0.0414691943127962,0.8898601398601399
cashier,0.0273892773892773,-0.0145687645687645,0.0209790209790209,0.12004662004662,0.1124708624708624,0.1162587412587412,0.012237762237762202,0.0,0.0459321525067546,0.8930652680652681
chemical engineer,0.0203962703962703,-0.0067016317016317,0.013548951048951,0.2016317016317016,0.1925990675990675,0.19711538461538455,0.004807692307692299,0.0,0.0446428571428572,0.8476107226107226
chemist,0.0241841491841491,-0.009032634032634,0.016608391608391553,0.1943473193473193,0.1815268065268065,0.18793706293706292,0.00786713286713285,0.0,0.0457399103139013,0.8493589743589743
construction worker,0.023018648018648,-0.004079254079254,0.013548951048951,0.1191724941724941,0.1212121212121212,0.12019230769230765,0.0050990675990676,0.0,0.0353640416047549,0.9003496503496503
dentist,0.0308857808857808,-0.0014568764568764,0.0161713286713286,0.1643356643356643,0.1599650349650349,0.16215034965034958,0.010343822843822799,0.0,0.043452202577165,0.8642191142191142
farm worker,0.0215617715617715,-0.0142773892773892,0.01791958041958035,0.1159673659673659,0.1139277389277389,0.11494755244755239,0.009178321678321652,0.0,0.0450721153846154,0.8930652680652681
janitor,0.0116550116550116,-0.0014568764568764,0.0065559440559440005,0.1194638694638694,0.1226689976689976,0.1210664335664335,0.0021853146853147,0.0,0.0319277108433735,0.8866550116550117
judge,0.0192307692307692,0.0096153846153846,0.0144230769230769,0.1958041958041958,0.1949300699300699,0.19536713286713286,0.0100524475524475,0.0,0.0337423312883435,0.8196386946386947
lawyer,0.0259324009324009,0.0049533799533799,0.0154428904428904,0.2135780885780885,0.2042540792540792,0.20891608391608385,0.011072261072261,0.0,0.0333940497874925,0.8205128205128205
line cook,0.0151515151515151,-0.0005827505827505,0.0078671328671328,0.1317016317016317,0.134032634032634,0.13286713286713286,0.0029137529137529,0.0,0.032258064516129,0.8869463869463869
optometrist,0.0201048951048951,0.0008741258741258,0.01048951048951045,0.18502331002331,0.1821095571095571,0.18356643356643354,0.0061188811188810505,0.0,0.0352870813397128,0.8519813519813519
parking attendant,0.0131118881118881,0.0026223776223776,0.00786713286713285,0.1203379953379953,0.1209207459207459,0.1206293706293706,0.00349650349650345,0.0,0.0255025502550254,0.8907342657342657
pharmacist,0.0477855477855477,-0.0195221445221445,0.033653846153846104,0.1928904428904428,0.1873543123543123,0.19012237762237755,0.0249125874125874,0.0,0.0636116973168525,0.8397435897435898
physician,0.0381701631701631,-0.0064102564102564,0.02229020979020975,0.1943473193473193,0.1911421911421911,0.1927447552447552,0.01354895104895105,0.0,0.0507859733978235,0.8353729603729604
physics teacher,0.0203962703962703,0.0011655011655011,0.0107808857808857,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.006410256410256299,0.0,0.0391802290536467,0.8385780885780886
professor,0.0201048951048951,-0.0061188811188811,0.0131118881118881,0.1832750582750582,0.1786130536130536,0.18094405594405588,0.0043706293706294004,0.0,0.0420168067226891,0.8502331002331003
psychologist,0.0352564102564102,-0.0032051282051282,0.0192307692307692,0.2951631701631702,0.287004662004662,0.2910839160839161,0.0116550116550116,0.0,0.0463414634146341,0.7616550116550117
receptionist,0.0221445221445221,-0.0075757575757575,0.0148601398601398,0.12004662004662,0.1177156177156177,0.11888111888111885,0.006118881118881099,0.0,0.0419161676646706,0.8939393939393939
sales clerk,0.0195221445221445,-0.004079254079254,0.01180069930069925,0.1331585081585081,0.1264568764568764,0.12980769230769224,0.0033508158508158497,0.0,0.0365269461077844,0.8866550116550117
scientist,0.0166083916083916,0.0008741258741258,0.0087412587412587,0.2316433566433566,0.2141608391608391,0.22290209790209786,0.004370629370629301,0.0,0.0365669386521607,0.8155594405594405
server,0.0198135198135198,-0.002039627039627,0.0109265734265734,0.1165501165501165,0.1133449883449883,0.11494755244755239,0.004516317016316999,0.0,0.0384846662657847,0.8924825174825175
taxi driver,0.0116550116550116,-0.0058275058275058,0.0087412587412587,0.1439393939393939,0.1445221445221445,0.14423076923076922,0.0014568764568765,0.0,0.0316474415853298,0.888986013986014
truck driver,0.0195221445221445,-0.0067016317016317,0.0131118881118881,0.1279137529137529,0.1273310023310023,0.1276223776223776,0.0043706293706294,0.0,0.038231780167264,0.8904428904428905
