,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0029137529137529,-0.0029137529137529,0.0029137529137529,0.0716783216783216,0.0716783216783216,0.0716783216783216,0.0,0.0056211149961149795,0.0266627600351596,0.9227855477855478
bartender,0.0084498834498834,-0.0084498834498834,0.0084498834498834,0.0673076923076923,0.0673076923076923,0.0673076923076923,0.0055361305361305,0.0,0.035314891112419,0.9227855477855478
cashier,0.0061188811188811,-0.0061188811188811,0.0061188811188811,0.0731351981351981,0.0731351981351981,0.0731351981351981,0.0032051282051282,0.0,0.0317979197622586,0.9073426573426572
chemical engineer,0.0131118881118881,-0.0131118881118881,0.0131118881118881,0.090034965034965,0.090034965034965,0.090034965034965,0.0101981351981352,0.0,0.0482352941176471,0.9006410256410257
chemist,0.0099067599067599,-0.0099067599067599,0.0099067599067599,0.0897435897435897,0.0897435897435897,0.0897435897435897,0.006993006993006999,0.0,0.0430678466076697,0.8980186480186481
construction worker,0.0069930069930069,-0.0069930069930069,0.0069930069930069,0.0646853146853146,0.0646853146853146,0.0646853146853146,0.004079254079254,0.0,0.0347467608951708,0.9248251748251748
dentist,0.0078671328671328,-0.0078671328671328,0.0078671328671328,0.0772144522144522,0.0772144522144522,0.0772144522144522,0.0049533799533799,0.0,0.035682689472132,0.9108391608391608
farm worker,0.0072843822843822,-0.0072843822843822,0.0072843822843822,0.0661421911421911,0.0661421911421911,0.0661421911421911,0.0043706293706293,0.0,0.0392909896602657,0.9201631701631702
janitor,0.016025641025641,-0.016025641025641,0.016025641025641,0.0673076923076923,0.0673076923076923,0.0673076923076923,0.0131118881118881,0.0,0.0566706021251475,0.9198717948717948
judge,0.0061188811188811,-0.0061188811188811,0.0061188811188811,0.0836247086247086,0.0836247086247086,0.0836247086247086,0.0032051282051282,0.0,0.0316606929510154,0.8918997668997669
lawyer,0.0052447552447552,-0.0052447552447552,0.0052447552447552,0.1083916083916083,0.1083916083916083,0.1083916083916083,0.0023310023310022998,0.0,0.0318547186662696,0.8703379953379954
line cook,0.0081585081585081,-0.0081585081585081,0.0081585081585081,0.0693473193473193,0.0693473193473193,0.0693473193473193,0.005244755244755201,0.0,0.036470588235294,0.9213286713286714
optometrist,0.0096153846153846,-0.0096153846153846,0.0096153846153846,0.0882867132867132,0.0882867132867132,0.0882867132867132,0.0067016317016317,0.0,0.039152193111569,0.9015151515151516
parking attendant,0.0093240093240093,-0.0093240093240093,0.0093240093240093,0.0722610722610722,0.0722610722610722,0.0722610722610722,0.0064102564102564,0.0,0.0393840687000295,0.9117132867132868
pharmacist,0.0052447552447552,-0.0052447552447552,0.0052447552447552,0.0827505827505827,0.0827505827505827,0.0827505827505827,0.0023310023310022998,0.0,0.030446349394029,0.902972027972028
physician,0.0072843822843822,-0.0072843822843822,0.0072843822843822,0.0976107226107226,0.0976107226107226,0.0976107226107226,0.0043706293706293,0.0,0.0331557134399052,0.8866550116550117
physics teacher,0.0087412587412587,-0.0087412587412587,0.0087412587412587,0.0897435897435897,0.0897435897435897,0.0897435897435897,0.0058275058275058,0.0,0.0384615384615385,0.8951048951048951
professor,0.0014568764568764,-0.0014568764568764,0.0014568764568764,0.0941142191142191,0.0941142191142191,0.0941142191142191,0.0014568764568765001,0.0,0.0272028385570668,0.8913170163170163
psychologist,0.0084498834498834,-0.0084498834498834,0.0084498834498834,0.1238344988344988,0.1238344988344988,0.1238344988344988,0.0055361305361305,0.0,0.0341145060812815,0.8583916083916084
receptionist,0.0096153846153846,-0.0096153846153846,0.0096153846153846,0.0678904428904429,0.0678904428904429,0.0678904428904429,0.0067016317016317,0.0,0.0390532544378698,0.916958041958042
sales clerk,0.0005827505827505,-0.0005827505827505,0.0005827505827505,0.0705128205128205,0.0705128205128205,0.0705128205128205,0.0023310023310024,0.0,0.020870602265951,0.9067599067599068
scientist,0.0084498834498834,-0.0084498834498834,0.0084498834498834,0.0964452214452214,0.0964452214452214,0.0964452214452214,0.0055361305361305,0.0,0.0410714285714286,0.8825757575757576
server,0.0005827505827505,-0.0005827505827505,0.0005827505827505,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0023310023310024,0.0,0.0270109824873849,0.9117132867132868
taxi driver,0.011072261072261,-0.011072261072261,0.011072261072261,0.0675990675990676,0.0675990675990676,0.0675990675990676,0.008158508158508099,0.0,0.0421207658321061,0.9216200466200466
truck driver,0.0168997668997669,-0.0168997668997669,0.0168997668997669,0.0658508158508158,0.0658508158508158,0.0658508158508158,0.013986013986014,0.0,0.0537760799294739,0.9256993006993008
