,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
line cook,0.2892385392385392,-0.23348873348873347,0.2613636363636363,1.122960372960373,1.2179487179487178,1.1704545454545452,0.07240675990675981,0.0,0.025757140944523704,0.2196969696969696,0.2892385392385392,-0.23348873348873347,0.2613636363636363,1.122960372960373,1.2179487179487178,1.1704545454545452,0.07240675990675981,0.0,0.025757140944523704,0.2196969696969696
optometrist,0.32643745143745145,-0.2487373737373737,0.28758741258741255,1.1564685314685315,1.0795454545454548,1.118006993006993,0.046182983682983625,0.0,0.0286273990824155,0.25466200466200467,0.32643745143745145,-0.2487373737373737,0.28758741258741255,1.1564685314685315,1.0795454545454548,1.118006993006993,0.046182983682983625,0.0,0.0286273990824155,0.25466200466200467
parking attendant,0.26554001554001555,-0.18346930846930842,0.22450466200466193,1.0299145299145298,1.0863442113442112,1.0581293706293706,0.10926573426573423,0.0,0.0221895471369513,0.2945804195804196,0.26554001554001555,-0.18346930846930842,0.22450466200466193,1.0299145299145298,1.0863442113442112,1.0581293706293706,0.10926573426573423,0.0,0.0221895471369513,0.2945804195804196
pharmacist,0.34013209013209006,-0.25777000777000775,0.2989510489510489,1.1711344211344212,1.0992618492618493,1.1351981351981355,0.03598484848484843,0.0,0.0361204705373813,0.24320124320124317,0.34013209013209006,-0.25777000777000775,0.2989510489510489,1.1711344211344212,1.0992618492618493,1.1351981351981355,0.03598484848484843,0.0,0.0361204705373813,0.24320124320124317
physician,0.3480963480963481,-0.25738150738150734,0.3027389277389277,1.193084693084693,1.0918803418803418,1.1424825174825173,0.0310314685314685,0.0,0.029973307085024433,0.2383449883449883,0.3480963480963481,-0.25738150738150734,0.3027389277389277,1.193084693084693,1.0918803418803418,1.1424825174825173,0.0310314685314685,0.0,0.029973307085024433,0.2383449883449883
physics teacher,0.3158508158508158,-0.23164335664335658,0.27374708624708616,1.136946386946387,1.0614801864801866,1.0992132867132867,0.06002331002330997,0.0,0.0294209630750272,0.2671911421911422,0.3158508158508158,-0.23164335664335658,0.27374708624708616,1.136946386946387,1.0614801864801866,1.0992132867132867,0.06002331002330997,0.0,0.0294209630750272,0.2671911421911422
professor,0.3230380730380731,-0.2547591297591297,0.2888986013986014,1.2185314685314685,1.0877039627039629,1.1531177156177157,0.044871794871794796,0.0,0.025554490405964664,0.23125485625485623,0.3230380730380731,-0.2547591297591297,0.2888986013986014,1.2185314685314685,1.0877039627039629,1.1531177156177157,0.044871794871794796,0.0,0.025554490405964664,0.23125485625485623
psychologist,0.24232711732711731,-0.1714257964257964,0.2068764568764568,1.0869269619269621,1.0371989121989125,1.0620629370629373,0.12689393939393936,0.0,0.024914271878193932,0.2919580419580419,0.24232711732711731,-0.1714257964257964,0.2068764568764568,1.0869269619269621,1.0371989121989125,1.0620629370629373,0.12689393939393936,0.0,0.024914271878193932,0.2919580419580419
receptionist,0.33168220668220666,-0.2382478632478632,0.28496503496503495,1.084013209013209,1.093725718725719,1.088869463869464,0.048805361305361235,0.0,0.029780587150592865,0.27408702408702407,0.33168220668220666,-0.2382478632478632,0.28496503496503495,1.084013209013209,1.093725718725719,1.088869463869464,0.048805361305361235,0.0,0.029780587150592865,0.27408702408702407
sales clerk,0.3208041958041958,-0.2331002331002331,0.27695221445221446,1.0972222222222223,1.1245143745143744,1.1108682983682987,0.05681818181818173,0.0,0.023376483326742567,0.2594211344211344,0.3208041958041958,-0.2331002331002331,0.27695221445221446,1.0972222222222223,1.1245143745143744,1.1108682983682987,0.05681818181818173,0.0,0.023376483326742567,0.2594211344211344
scientist,0.3363442113442113,-0.2461149961149961,0.2912296037296037,1.1251942501942502,0.9974747474747474,1.0613344988344988,0.04254079254079243,0.0,0.02607018363028157,0.29244366744366745,0.3363442113442113,-0.2461149961149961,0.2912296037296037,1.1251942501942502,0.9974747474747474,1.0613344988344988,0.04254079254079243,0.0,0.02607018363028157,0.29244366744366745
server,0.3181818181818181,-0.23135198135198132,0.2747668997668997,1.0761460761460762,1.1114996114996114,1.093822843822844,0.05900349650349646,0.0,0.022920196625830502,0.27078477078477076,0.3181818181818181,-0.23135198135198132,0.2747668997668997,1.0761460761460762,1.1114996114996114,1.093822843822844,0.05900349650349646,0.0,0.022920196625830502,0.27078477078477076
taxi driver,0.3182789432789432,-0.2519425019425019,0.2851107226107225,1.156080031080031,1.1915306915306916,1.1738053613053614,0.048659673659673636,0.0,0.029611724766350267,0.21746309246309245,0.3182789432789432,-0.2519425019425019,0.2851107226107225,1.156080031080031,1.1915306915306916,1.1738053613053614,0.048659673659673636,0.0,0.029611724766350267,0.21746309246309245
truck driver,0.2844794094794095,-0.22571872571872573,0.2550990675990676,1.1356837606837609,1.2305749805749804,1.1831293706293706,0.07867132867132863,0.0,0.0305371670488717,0.2112470862470862,0.2844794094794095,-0.22571872571872573,0.2550990675990676,1.1356837606837609,1.2305749805749804,1.1831293706293706,0.07867132867132863,0.0,0.0305371670488717,0.2112470862470862
