,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.3651903651903652,-0.30235042735042733,0.33377039627039623,1.2562160062160064,1.2207653457653456,1.238490675990676,0.0,0.0602479118104118,0.027106404614722968,0.1743395493395493,0.3651903651903652,-0.30235042735042733,0.33377039627039623,1.2562160062160064,1.2207653457653456,1.238490675990676,0.0,0.0602479118104118,0.027106404614722968,0.1743395493395493
bartender,0.2996309246309246,-0.22659285159285156,0.26311188811188807,1.145979020979021,1.2001748251748252,1.1730769230769234,0.0706585081585081,0.0,0.029698406747096336,0.21794871794871792,0.2996309246309246,-0.22659285159285156,0.26311188811188807,1.145979020979021,1.2001748251748252,1.1730769230769234,0.0706585081585081,0.0,0.029698406747096336,0.21794871794871792
cashier,0.30866355866355866,-0.22571872571872573,0.2671911421911422,1.051282051282051,1.113053613053613,1.0821678321678323,0.06657925407925404,0.0,0.0260709396814932,0.27855477855477856,0.30866355866355866,-0.22571872571872573,0.2671911421911422,1.051282051282051,1.113053613053613,1.0821678321678323,0.06657925407925404,0.0,0.0260709396814932,0.27855477855477856
chemical engineer,0.33576146076146074,-0.25922688422688417,0.2974941724941724,1.2186285936285934,1.1141219891219891,1.1663752913752914,0.03627622377622376,0.0,0.037974446028881496,0.22241647241647236,0.33576146076146074,-0.25922688422688417,0.2974941724941724,1.2186285936285934,1.1141219891219891,1.1663752913752914,0.03627622377622376,0.0,0.037974446028881496,0.22241647241647236
chemist,0.34081196581196577,-0.2649572649572649,0.3028846153846153,1.2553418803418803,1.1068376068376067,1.1810897435897434,0.0308857808857808,0.0,0.03251327401917403,0.21260683760683755,0.34081196581196577,-0.2649572649572649,0.3028846153846153,1.2553418803418803,1.1068376068376067,1.1810897435897434,0.0308857808857808,0.0,0.03251327401917403,0.21260683760683755
construction worker,0.297105672105672,-0.25592463092463086,0.27651515151515144,1.1622960372960371,1.2712703962703962,1.2167832167832169,0.057255244755244704,0.0,0.03139144545715853,0.18881118881118875,0.297105672105672,-0.25592463092463086,0.27651515151515144,1.1622960372960371,1.2712703962703962,1.2167832167832169,0.057255244755244704,0.0,0.03139144545715853,0.18881118881118875
dentist,0.34518259518259514,-0.27661227661227655,0.31089743589743585,1.2202797202797202,1.1363636363636365,1.1783216783216783,0.03277972027972023,0.0,0.031133798719145633,0.2144522144522144,0.34518259518259514,-0.27661227661227655,0.31089743589743585,1.2202797202797202,1.1363636363636365,1.1783216783216783,0.03277972027972023,0.0,0.031133798719145633,0.2144522144522144
farm worker,0.27923465423465416,-0.22746697746697742,0.25335081585081576,1.0989704739704738,1.1903651903651904,1.144667832167832,0.08041958041958043,0.0,0.033488383241414434,0.23688811188811187,0.27923465423465416,-0.22746697746697742,0.25335081585081576,1.0989704739704738,1.1903651903651904,1.144667832167832,0.08041958041958043,0.0,0.033488383241414434,0.23688811188811187
janitor,0.2972027972027972,-0.2377622377622378,0.26748251748251745,1.0118492618492618,1.1157731157731157,1.0638111888111887,0.06628787878787873,0.0,0.030558449718314933,0.29079254079254074,0.2972027972027972,-0.2377622377622378,0.26748251748251745,1.0118492618492618,1.1157731157731157,1.0638111888111887,0.06628787878787873,0.0,0.030558449718314933,0.29079254079254074
judge,0.31021756021756025,-0.23144910644910643,0.27083333333333326,1.1522921522921523,1.0694444444444444,1.1108682983682983,0.06293706293706286,0.0,0.02297318366225537,0.2594211344211344,0.31021756021756025,-0.23144910644910643,0.27083333333333326,1.1522921522921523,1.0694444444444444,1.1108682983682983,0.06293706293706286,0.0,0.02297318366225537,0.2594211344211344
lawyer,0.28739316239316237,-0.21872571872571867,0.2530594405594405,1.1273310023310026,1.0337995337995338,1.0805652680652682,0.08071095571095566,0.0,0.029247405171426637,0.2796231546231546,0.28739316239316237,-0.21872571872571867,0.2530594405594405,1.1273310023310026,1.0337995337995338,1.0805652680652682,0.08071095571095566,0.0,0.029247405171426637,0.2796231546231546
