,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0058275058275058,-0.0058275058275058,0.0058275058275058,0.0763403263403263,0.0763403263403263,0.0763403263403263,0.0,0.003787878787878778,0.0328060925600468,0.9184149184149184
bartender,0.0099067599067599,-0.0099067599067599,0.0099067599067599,0.0938228438228438,0.0938228438228438,0.0938228438228438,0.004079254079254099,0.0,0.0414691943127962,0.8898601398601399
cashier,0.0139860139860139,-0.0139860139860139,0.0139860139860139,0.0775058275058275,0.0775058275058275,0.0775058275058275,0.008158508158508099,0.0,0.0459321525067546,0.8930652680652681
chemical engineer,0.009032634032634,-0.009032634032634,0.009032634032634,0.1314102564102564,0.1314102564102564,0.1314102564102564,0.0032051282051282007,0.0,0.0446428571428572,0.8476107226107226
chemist,0.011072261072261,-0.011072261072261,0.011072261072261,0.1252913752913753,0.1252913752913753,0.1252913752913753,0.005244755244755199,0.0,0.0457399103139013,0.8493589743589743
construction worker,0.009032634032634,-0.009032634032634,0.009032634032634,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0032051282051282007,0.0,0.0353640416047549,0.9003496503496503
dentist,0.0107808857808857,-0.0107808857808857,0.0107808857808857,0.1081002331002331,0.1081002331002331,0.1081002331002331,0.0049533799533799,0.0,0.043452202577165,0.8642191142191142
farm worker,0.0119463869463869,-0.0119463869463869,0.0119463869463869,0.0766317016317016,0.0766317016317016,0.0766317016317016,0.006118881118881099,0.0,0.0450721153846154,0.8930652680652681
janitor,0.0043706293706293,-0.0043706293706293,0.0043706293706293,0.0807109557109557,0.0807109557109557,0.0807109557109557,0.0014568764568765004,0.0,0.0319277108433735,0.8866550116550117
judge,0.0032051282051282,-0.0032051282051282,0.0032051282051282,0.1302447552447552,0.1302447552447552,0.1302447552447552,0.0026223776223776004,0.0,0.0337423312883435,0.8196386946386947
lawyer,0.0069930069930069,-0.0069930069930069,0.0069930069930069,0.1392773892773892,0.1392773892773892,0.1392773892773892,0.0011655011655011,0.0,0.0333940497874925,0.8205128205128205
line cook,0.0052447552447552,-0.0052447552447552,0.0052447552447552,0.0885780885780885,0.0885780885780885,0.0885780885780885,0.0005827505827506003,0.0,0.032258064516129,0.8869463869463869
optometrist,0.0064102564102564,-0.0064102564102564,0.0064102564102564,0.1223776223776223,0.1223776223776223,0.1223776223776223,0.0005827505827505994,0.0,0.0352870813397128,0.8519813519813519
parking attendant,0.0034965034965034,-0.0034965034965034,0.0034965034965034,0.0804195804195804,0.0804195804195804,0.0804195804195804,0.0023310023310024004,0.0,0.0255025502550254,0.8907342657342657
pharmacist,0.0224358974358974,-0.0224358974358974,0.0224358974358974,0.1267482517482517,0.1267482517482517,0.1267482517482517,0.0166083916083916,0.0,0.0636116973168525,0.8397435897435898
physician,0.0148601398601398,-0.0148601398601398,0.0148601398601398,0.1284965034965035,0.1284965034965035,0.1284965034965035,0.009032634032633999,0.0,0.0507859733978235,0.8353729603729604
physics teacher,0.0064102564102564,-0.0064102564102564,0.0064102564102564,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.0005827505827505994,0.0,0.0391802290536467,0.8385780885780886
professor,0.0087412587412587,-0.0087412587412587,0.0087412587412587,0.1206293706293706,0.1206293706293706,0.1206293706293706,0.0029137529137529,0.0,0.0420168067226891,0.8502331002331003
psychologist,0.0128205128205128,-0.0128205128205128,0.0128205128205128,0.194055944055944,0.194055944055944,0.194055944055944,0.006993006993006999,0.0,0.0463414634146341,0.7616550116550117
receptionist,0.0099067599067599,-0.0099067599067599,0.0099067599067599,0.0792540792540792,0.0792540792540792,0.0792540792540792,0.004079254079254099,0.0,0.0419161676646706,0.8939393939393939
sales clerk,0.0078671328671328,-0.0078671328671328,0.0078671328671328,0.0865384615384615,0.0865384615384615,0.0865384615384615,0.002039627039627,0.0,0.0365269461077844,0.8866550116550117
scientist,0.0052447552447552,-0.0052447552447552,0.0052447552447552,0.1486013986013986,0.1486013986013986,0.1486013986013986,0.0005827505827506003,0.0,0.0365669386521607,0.8155594405594405
server,0.0072843822843822,-0.0072843822843822,0.0072843822843822,0.0766317016317016,0.0766317016317016,0.0766317016317016,0.0014568764568763997,0.0,0.0384846662657847,0.8924825174825175
taxi driver,0.0058275058275058,-0.0058275058275058,0.0058275058275058,0.0961538461538461,0.0961538461538461,0.0961538461538461,0.0,0.0,0.0316474415853298,0.888986013986014
truck driver,0.0087412587412587,-0.0087412587412587,0.0087412587412587,0.085081585081585,0.085081585081585,0.085081585081585,0.0029137529137529,0.0,0.038231780167264,0.8904428904428905
