,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.0072843822843822,-0.0014568764568764,0.0043706293706293,0.1081002331002331,0.1069347319347319,0.1075174825174825,0.0,0.008565219502719509
bartender,0.0154428904428904,-0.0099067599067599,0.01267482517482515,0.1028554778554778,0.099067599067599,0.10096153846153841,0.008304195804195849,0.0
cashier,0.0134032634032634,-0.0049533799533799,0.00917832167832165,0.1089743589743589,0.1104312354312354,0.10970279720279716,0.0048076923076923505,0.0
chemical engineer,0.0244755244755244,-0.0148601398601398,0.0196678321678321,0.1328671328671328,0.1372377622377622,0.1350524475524475,0.0152972027972028,0.0
chemist,0.0203962703962703,-0.0093240093240093,0.0148601398601398,0.134032634032634,0.1351981351981352,0.13461538461538458,0.010489510489510499,0.0
construction worker,0.0134032634032634,-0.0075757575757575,0.01048951048951045,0.0967365967365967,0.0973193473193473,0.097027972027972,0.00611888111888115,0.0
dentist,0.0192307692307692,-0.0043706293706293,0.01180069930069925,0.1177156177156177,0.1139277389277389,0.1158216783216783,0.00743006993006995,0.0
farm worker,0.0134032634032634,-0.0084498834498834,0.0109265734265734,0.099067599067599,0.0993589743589743,0.09921328671328665,0.0065559440559441,0.0
janitor,0.0276806526806526,-0.0203962703962703,0.02403846153846145,0.0987762237762237,0.1031468531468531,0.10096153846153841,0.019667832167832147,0.0
judge,0.0139860139860139,-0.0043706293706293,0.0091783216783216,0.1264568764568764,0.1244172494172494,0.1254370629370629,0.004807692307692299,0.0
lawyer,0.0163170163170163,0.0005827505827505,0.0084498834498834,0.1637529137529137,0.1614219114219114,0.16258741258741255,0.005536130536130499,0.0
line cook,0.016025641025641,-0.0084498834498834,0.0122377622377622,0.104020979020979,0.104020979020979,0.104020979020979,0.007867132867132899,0.0
optometrist,0.0195221445221445,-0.0093240093240093,0.0144230769230769,0.1343240093240093,0.1305361305361305,0.1324300699300699,0.010052447552447599,0.0
parking attendant,0.0166083916083916,-0.0113636363636363,0.01398601398601395,0.1098484848484848,0.1069347319347319,0.10839160839160836,0.00961538461538465,0.0
pharmacist,0.0139860139860139,-0.0017482517482517,0.0078671328671328,0.1247086247086247,0.1235431235431235,0.1241258741258741,0.0034965034965034995,0.0
physician,0.0203962703962703,-0.0014568764568764,0.01092657342657335,0.1497668997668997,0.143065268065268,0.14641608391608385,0.006555944055944049,0.0
physics teacher,0.0183566433566433,-0.0078671328671328,0.01311188811188805,0.1331585081585081,0.136072261072261,0.13461538461538455,0.00874125874125875,0.0
professor,0.0078671328671328,0.0034965034965034,0.0056818181818181004,0.143065268065268,0.1392773892773892,0.1411713286713286,0.0027680652680652,0.0
psychologist,0.0192307692307692,-0.0061188811188811,0.01267482517482515,0.1893939393939394,0.1821095571095571,0.18575174825174823,0.008304195804195849,0.0
receptionist,0.0174825174825174,-0.0113636363636363,0.014423076923076851,0.1043123543123543,0.0993589743589743,0.1018356643356643,0.010052447552447549,0.0
sales clerk,0.0078671328671328,0.0061188811188811,0.0069930069930069505,0.1092657342657342,0.1022727272727272,0.1057692307692307,0.00407925407925405,0.0
scientist,0.0189393939393939,-0.0064102564102564,0.012674825174825148,0.1465617715617715,0.1427738927738927,0.1446678321678321,0.008304195804195849,0.0
server,0.0067016317016317,0.0049533799533799,0.0058275058275058,0.1046037296037296,0.1051864801864801,0.10489510489510484,0.0034965034965034,0.0
taxi driver,0.0192307692307692,-0.0139860139860139,0.01660839160839155,0.1025641025641025,0.1002331002331002,0.10139860139860135,0.01223776223776225,0.0
truck driver,0.0288461538461538,-0.0218531468531468,0.0253496503496503,0.0993589743589743,0.0981934731934732,0.09877622377622375,0.020979020979020997,0.0
