,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.2319347319347319,-0.2319347319347319,0.2319347319347319,0.8269230769230769,0.8269230769230769,0.8269230769230769,0.0,0.034248737373737397,0.0220480515675358,0.173076923076923
bartender,0.1771561771561771,-0.1771561771561771,0.1771561771561771,0.8059440559440559,0.8059440559440559,0.8059440559440559,0.05477855477855481,0.0,0.0284618265783656,0.194055944055944
cashier,0.1978438228438228,-0.1978438228438228,0.1978438228438228,0.7561188811188811,0.7561188811188811,0.7561188811188811,0.034090909090909116,0.0,0.0240430075125469,0.2438811188811188
chemical engineer,0.2068764568764568,-0.2068764568764568,0.2068764568764568,0.8123543123543123,0.8123543123543123,0.8123543123543123,0.025058275058275098,0.0,0.0391841491841492,0.1876456876456876
chemist,0.2173659673659673,-0.2173659673659673,0.2173659673659673,0.8187645687645687,0.8187645687645687,0.8187645687645687,0.014568764568764603,0.0,0.0352624268553472,0.1812354312354312
construction worker,0.1972610722610722,-0.1972610722610722,0.1972610722610722,0.8231351981351981,0.8231351981351981,0.8231351981351981,0.03467365967365971,0.0,0.0286012819140027,0.1768648018648018
dentist,0.2007575757575757,-0.2007575757575757,0.2007575757575757,0.8132284382284383,0.8132284382284383,0.8132284382284383,0.031177156177156218,0.0,0.0290181778312122,0.1867715617715617
farm worker,0.171037296037296,-0.171037296037296,0.171037296037296,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0608974358974359,0.0,0.031105366814377,0.2083333333333333
janitor,0.1978438228438228,-0.1978438228438228,0.1978438228438228,0.7555361305361306,0.7555361305361306,0.7555361305361306,0.034090909090909116,0.0,0.0428166874447865,0.2444638694638694
judge,0.2135780885780885,-0.2135780885780885,0.2135780885780885,0.8085664335664335,0.8085664335664335,0.8085664335664335,0.018356643356643415,0.0,0.0255997735836445,0.1914335664335664
lawyer,0.1832750582750582,-0.1832750582750582,0.1832750582750582,0.7689393939393939,0.7689393939393939,0.7689393939393939,0.04865967365967372,0.0,0.0244943480653512,0.231060606060606
line cook,0.1786130536130536,-0.1786130536130536,0.1786130536130536,0.8126456876456877,0.8126456876456877,0.8126456876456877,0.053321678321678306,0.0,0.0296376662553132,0.1873543123543123
optometrist,0.2147435897435897,-0.2147435897435897,0.2147435897435897,0.7887529137529138,0.7887529137529138,0.7887529137529138,0.017191142191142206,0.0,0.0308814063965668,0.2112470862470862
parking attendant,0.1663752913752913,-0.1663752913752913,0.1663752913752913,0.7444638694638694,0.7444638694638694,0.7444638694638694,0.0655594405594406,0.0,0.0293200161796548,0.2555361305361305
pharmacist,0.2331002331002331,-0.2331002331002331,0.2331002331002331,0.8175990675990676,0.8175990675990676,0.8175990675990676,0.0011655011655011815,0.0,0.0248929068763535,0.1824009324009324
physician,0.2307692307692307,-0.2307692307692307,0.2307692307692307,0.817016317016317,0.817016317016317,0.817016317016317,0.0011655011655012093,0.0,0.0270887588827197,0.1829836829836829
physics teacher,0.1873543123543123,-0.1873543123543123,0.1873543123543123,0.7736013986013986,0.7736013986013986,0.7736013986013986,0.04458041958041961,0.0,0.0297538999462077,0.2263986013986014
professor,0.2164918414918415,-0.2164918414918415,0.2164918414918415,0.8085664335664335,0.8085664335664335,0.8085664335664335,0.015442890442890406,0.0,0.021995302154971,0.1914335664335664
psychologist,0.1590909090909091,-0.1590909090909091,0.1590909090909091,0.7709790209790209,0.7709790209790209,0.7709790209790209,0.07284382284382282,0.0,0.0263015684997292,0.229020979020979
receptionist,0.217074592074592,-0.217074592074592,0.217074592074592,0.7631118881118881,0.7631118881118881,0.7631118881118881,0.014860139860139898,0.0,0.0298020027309968,0.2368881118881119
sales clerk,0.1952214452214452,-0.1952214452214452,0.1952214452214452,0.7709790209790209,0.7709790209790209,0.7709790209790209,0.03671328671328672,0.0,0.0160907965022454,0.229020979020979
scientist,0.217074592074592,-0.217074592074592,0.217074592074592,0.7706876456876457,0.7706876456876457,0.7706876456876457,0.014860139860139898,0.0,0.0316532425907426,0.2293123543123543
server,0.201048951048951,-0.201048951048951,0.201048951048951,0.7645687645687645,0.7645687645687645,0.7645687645687645,0.030885780885780895,0.0,0.0206517535101684,0.2354312354312354
taxi driver,0.2103729603729603,-0.2103729603729603,0.2103729603729603,0.7983682983682984,0.7983682983682984,0.7983682983682984,0.02156177156177161,0.0,0.0336278841433481,0.2016317016317016
truck driver,0.1564685314685314,-0.1564685314685314,0.1564685314685314,0.8044871794871795,0.8044871794871795,0.8044871794871795,0.0754662004662005,0.0,0.0432621668663396,0.1955128205128205
