,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.3528554778554778,-0.2966200466200466,0.3247377622377622,1.2584498834498834,1.224941724941725,1.2416958041958042,0.0,0.07267992424242421
bartender,0.2852564102564102,-0.2042540792540792,0.24475524475524468,1.0871212121212122,1.148892773892774,1.1180069930069931,0.07998251748251749,0.0
cashier,0.2977855477855478,-0.2057109557109557,0.2517482517482518,0.9615384615384616,1.0262237762237765,0.993881118881119,0.07298951048951044,0.0
chemical engineer,0.3219696969696969,-0.2418414918414918,0.2819055944055944,1.1861888111888113,1.0716783216783217,1.1289335664335665,0.042832167832167825,0.0
chemist,0.3513986013986014,-0.2692307692307692,0.3103146853146853,1.2196969696969695,1.051282051282051,1.1354895104895104,0.014423076923076872,0.0
construction worker,0.2733100233100233,-0.2371794871794871,0.2552447552447552,1.1206293706293706,1.2465034965034965,1.1835664335664335,0.06949300699300699,0.0
dentist,0.3817016317016317,-0.2974941724941725,0.3395979020979021,1.175990675990676,1.0766317016317015,1.1263111888111887,0.014860139860139898,0.0
farm worker,0.2648601398601398,-0.2115384615384615,0.23819930069930065,1.0072843822843822,1.1317016317016315,1.0694930069930069,0.08653846153846154,0.0
janitor,0.2476689976689976,-0.1955128205128205,0.22159090909090906,0.8834498834498834,1.0107808857808858,0.9471153846153846,0.10314685314685312,0.0
judge,0.2963286713286713,-0.208041958041958,0.25218531468531463,1.0673076923076923,0.9825174825174824,1.0249125874125873,0.07255244755244754,0.0
lawyer,0.2698135198135198,-0.1934731934731934,0.2316433566433566,1.0384615384615383,0.944055944055944,0.9912587412587411,0.09309440559440559,0.0
line cook,0.2540792540792541,-0.2057109557109557,0.2298951048951049,1.0437062937062938,1.1625874125874125,1.1031468531468531,0.09484265734265729,0.0
optometrist,0.3129370629370629,-0.222027972027972,0.26748251748251745,1.0804195804195804,1.0087412587412588,1.0445804195804196,0.057255244755244725,0.0
parking attendant,0.2272727272727272,-0.1354895104895105,0.18138111888111885,0.9277389277389276,1.0032051282051282,0.9654720279720279,0.14335664335664333,0.0
pharmacist,0.3342074592074592,-0.2348484848484848,0.284527972027972,1.0684731934731937,0.9988344988344988,1.0336538461538463,0.04020979020979018,0.0
physician,0.3438228438228438,-0.2269813519813519,0.2854020979020978,1.12004662004662,0.997960372960373,1.0590034965034965,0.03933566433566435,0.0
physics teacher,0.3164335664335664,-0.2281468531468531,0.27229020979020974,1.0973193473193472,1.018939393939394,1.0581293706293706,0.052447552447552434,0.0
professor,0.3041958041958042,-0.2272727272727272,0.26573426573426573,1.185897435897436,1.0361305361305362,1.111013986013986,0.05900349650349647,0.0
psychologist,0.2234848484848484,-0.141025641025641,0.18225524475524468,1.018939393939394,0.9574592074592074,0.9881993006993007,0.1424825174825175,0.0
receptionist,0.3138111888111888,-0.2115384615384615,0.26267482517482516,0.9985431235431236,1.01981351981352,1.0091783216783219,0.06206293706293703,0.0
sales clerk,0.3056526806526806,-0.2065850815850816,0.2561188811188811,1.0265151515151516,1.0556526806526807,1.0410839160839163,0.06861888111888109,0.0
scientist,0.3021561771561771,-0.2100815850815851,0.2561188811188811,1.0294289044289044,0.9058857808857808,0.9676573426573426,0.06861888111888109,0.0
server,0.2782634032634032,-0.1806526806526806,0.2294580419580419,0.9763986013986014,1.020979020979021,0.9986888111888113,0.09527972027972029,0.0
taxi driver,0.2785547785547785,-0.2109557109557109,0.24475524475524468,1.106060606060606,1.157925407925408,1.131993006993007,0.07998251748251749,0.0
truck driver,0.266025641025641,-0.2016317016317016,0.2338286713286713,1.0731351981351982,1.18997668997669,1.1315559440559442,0.09090909090909087,0.0
