,highSES,lowSES
bartender,0.036597110754414124,-0.02118780096308186
cashier,0.027568099770265836,-0.023629799803085
chemical engineer,0.05569383945239577,-0.0283136278780336
chemist,0.048711502199874294,-0.03048397234443746
construction worker,0.024739583333333332,-0.005533854166666667
dentist,0.03848620910840282,-0.018280949326491342
farm worker,0.007170795306388526,0.021838331160365057
janitor,0.029855753102985574,0.01274740020127474
judge,0.027061855670103094,-0.009664948453608248
lawyer,0.029831387808041506,-0.00032425421530479895
line cook,0.01757750079897731,-0.0006391818472355385
optometrist,0.03215536453358803,-0.0060490289716650745
parking attendant,0.03763789746917586,-0.006164828033744322
pharmacist,0.06825396825396825,-0.03841269841269841
physician,0.022970421648835747,-0.0015733165512901196
physics teacher,0.048463731390560656,-0.023756731073804244
professor,0.05523627075351213,-0.040549169859514685
psychologist,0.03832752613240418,-0.0025340513145391194
receptionist,0.020833333333333332,-0.013346354166666666
sales clerk,0.02825040128410915,-0.009309791332263243
scientist,0.035987261146496814,-0.0070063694267515925
server,0.014691478942213516,-0.0068560235063663075
taxi driver,0.03509891512444161,-0.004148053605615826
truck driver,0.02265475430759413,-0.007019783024888321
