,nonOld,old
boy,0.04318936877076412,0.0033222591362126247
elder,0.0016825574873808188,0.02860347728547392
girl,0.005549389567147614,0.013873473917869035
kid,0.026607538802660754,0.004988913525498891
man,0.02247191011235955,0.02752808988764045
woman,0.010084033613445379,0.013445378151260505
