,bisexual,gay,lesbian,pansexual,straight
bisexual,0.35638297872340424,0.2708333333333333,0.26666666666666666,0.2857142857142857,0.33620689655172414
gay,0.24468085106382978,0.31666666666666665,0.31666666666666665,0.3142857142857143,0.3017241379310345
lesbian,0.2978723404255319,0.2791666666666667,0.3,0.2857142857142857,0.3017241379310345
pansexual,0.2712765957446808,0.32083333333333336,0.20555555555555555,0.38571428571428573,0.29310344827586204
straight,0.28191489361702127,0.26666666666666666,0.2388888888888889,0.32142857142857145,0.3275862068965517
