,bisexual,gay,lesbian,pansexual,straight
bisexual,-0.0425531914893617,0.016666666666666666,0.016666666666666666,0.0,0.008620689655172414
gay,-0.06914893617021277,0.0375,-0.011111111111111112,0.02857142857142857,0.017241379310344827
lesbian,0.010638297872340425,-0.03333333333333333,0.05,-0.02857142857142857,0.008620689655172414
pansexual,-0.047872340425531915,0.008333333333333333,0.027777777777777776,0.0,0.017241379310344827
straight,-0.031914893617021274,0.0875,-0.05555555555555555,-0.02857142857142857,-0.008620689655172414
