,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0147632070899397,0.0178217821782178,0.0294289044289044,-0.0233100233100232,0.1716200466200466,0.5303030303030303,0.0,0.0,0.0696386946386946,-0.0186480186480186,0.0441433566433566,0.0,0.0061188811188811,-0.0008741258741258,0.00349650349650345,0.0,1.2112470862470863,1.273892773892774,1.2425699300699302,0.0,0.5195221445221445,0.5381701631701632,0.5288461538461539,0.0
chemical engineer,0.0600338263686116,0.0684505289359054,0.1043123543123543,0.0058275058275059,0.1229603729603729,0.6130536130536131,0.045270619278671896,0.05062874675768761,0.1756993006993007,-0.1372377622377622,0.15646853146853146,0.11232517482517486,0.0521561771561771,-0.0265151515151515,0.039335664335664294,0.03583916083916085,1.3388694638694638,1.2922494172494172,1.3155594405594404,0.0729895104895103,0.4868881118881119,0.4833916083916084,0.4851398601398601,0.043706293706293725
chemist,0.0613913637169451,0.0703959773727216,0.1162587412587412,0.0104895104895104,0.1279137529137529,0.5961538461538461,0.046628156627005396,0.052574195194503806,0.194055944055944,-0.1547202797202797,0.17438811188811187,0.13024475524475526,0.0451631701631701,-0.0282634032634032,0.03671328671328665,0.0332167832167832,1.3642191142191142,1.252039627039627,1.3081293706293706,0.0874125874125875,0.5061188811188811,0.4868881118881119,0.4965034965034965,0.032342657342657344
dentist,0.0449773927163279,0.0519563822963438,0.0952797202797203,-0.0262237762237762,0.1343240093240093,0.5935314685314685,0.030214185626388196,0.034134600118125996,0.1637529137529137,-0.122086247086247,0.14291958041958036,0.09877622377622375,0.0349650349650349,-0.0166083916083916,0.02578671328671325,0.0222902097902098,1.324009324009324,1.273018648018648,1.298513986013986,0.05681818181818188,0.4714452214452214,0.4734848484848485,0.47246503496503495,0.05638111888111891
judge,0.0416769924662966,0.0496134020618557,0.0708041958041957,-0.0034965034965034,0.1599650349650349,0.5833333333333334,0.0269137853763569,0.031791619883637906,0.1302447552447552,-0.0821678321678321,0.10620629370629366,0.06206293706293706,0.0244755244755244,-0.0087412587412587,0.01660839160839155,0.013111888111888102,1.280011655011655,1.24009324009324,1.2600524475524475,0.05128205128205132,0.4842657342657342,0.479020979020979,0.4816433566433566,0.04720279720279724
lawyer,0.0387323171856246,0.0460440985732815,0.083041958041958,0.0052447552447553,0.1587995337995338,0.571969696969697,0.0239691100956849,0.028222316395063698,0.1474358974358974,-0.1016899766899766,0.124562937062937,0.08041958041958042,0.0268065268065268,-0.0002913752913752,0.013548951048951,0.010635198135198152,1.2820512820512822,1.2415501165501166,1.2618006993006994,0.05157342657342667,0.4976689976689977,0.4822261072261072,0.48994755244755245,0.03889860139860141
optometrist,0.0351701386801673,0.0410697230181471,0.0993589743589743,-0.0064102564102563,0.1436480186480186,0.5946969696969697,0.0204069315902276,0.023247940839929298,0.1713286713286713,-0.1267482517482517,0.1490384615384615,0.1048951048951049,0.0294289044289044,-0.0055361305361305,0.01748251748251745,0.013986013986014,1.3065268065268063,1.2625291375291374,1.2845279720279719,0.053321678321678334,0.4816433566433566,0.4798951048951049,0.4807692307692307,0.0480769230769231
pharmacist,0.0827777777777777,0.0946031746031745,0.1092657342657342,0.0244755244755243,0.125,0.5885780885780886,0.068014570687838,0.0767813924249567,0.187062937062937,-0.1407342657342657,0.16389860139860135,0.11975524475524475,0.0626456876456876,-0.0352564102564102,0.0489510489510489,0.045454545454545456,1.3473193473193472,1.2776806526806528,1.3125,0.06993006993006978,0.4909673659673659,0.4967948717948718,0.49388111888111885,0.034965034965035
physician,0.0393439159958983,0.0453115166771553,0.1171328671328671,-0.0104895104895105,0.1317016317016317,0.5990675990675991,0.0245807089059586,0.0274897344989375,0.2013403263403263,-0.150058275058275,0.17569930069930065,0.13155594405594406,0.0212703962703962,-0.0014568764568764,0.0113636363636363,0.00786713286713285,1.3429487179487178,1.261946386946387,1.3024475524475525,0.07182400932400934,0.5008741258741258,0.4798951048951049,0.49038461538461536,0.03846153846153849
physics teacher,0.0655017561891176,0.0744377573645866,0.1171328671328671,-0.0005827505827505,0.12004662004662,0.6092657342657343,0.0507385490991779,0.05661597518636881,0.1960955710955711,-0.1553030303030303,0.1756993006993007,0.13155594405594412,0.0445804195804195,-0.0218531468531468,0.03321678321678315,0.0297202797202797,1.368006993006993,1.2718531468531469,1.31993006993007,0.07939976689976691,0.4763986013986014,0.4554195804195804,0.46590909090909094,0.06293706293706294
