,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0147632070899397,0.0178217821782178,0.0294289044289044,-0.0233100233100232,0.1716200466200466,0.5303030303030303,0.0,0.0,0.0402097902097902,0.0107808857808857,0.02549533799533795,0.0,0.0037878787878787,0.0014568764568764,0.00262237762237755,0.0,0.3828671328671328,0.4455128205128205,0.41418997668997665,0.0,0.1669580419580419,0.1856060606060606,0.17628205128205127,0.0
chemical engineer,0.0600338263686116,0.0684505289359054,0.1043123543123543,0.0058275058275059,0.1229603729603729,0.6130536130536131,0.045270619278671896,0.05062874675768761,0.0713869463869463,-0.0329254079254079,0.0521561771561771,0.03744172494172485,0.0259324009324009,-0.0002913752913752,0.01311188811188805,0.0119463869463869,0.4618298368298368,0.4152097902097902,0.4385198135198135,0.054632867132867136,0.1634615384615384,0.1599650349650349,0.16171328671328666,0.014568764568764603
chemist,0.0613913637169451,0.0703959773727216,0.1162587412587412,0.0104895104895104,0.1279137529137529,0.5961538461538461,0.046628156627005396,0.052574195194503806,0.0777972027972028,-0.0384615384615384,0.0581293706293706,0.043414918414918346,0.0206876456876456,-0.0037878787878787,0.012237762237762151,0.011072261072261,0.4921328671328671,0.3799533799533799,0.43604312354312347,0.08741258741258742,0.1751165501165501,0.1558857808857809,0.1655011655011655,0.018939393939393964
dentist,0.0449773927163279,0.0519563822963438,0.0952797202797203,-0.0262237762237762,0.1343240093240093,0.5935314685314685,0.030214185626388196,0.034134600118125996,0.0684731934731934,-0.0268065268065268,0.0476398601398601,0.03292540792540785,0.0177738927738927,0.0005827505827505,0.0091783216783216,0.00743006993006995,0.4583333333333333,0.4073426573426573,0.4328379953379953,0.05681818181818185,0.1564685314685314,0.1585081585081585,0.15748834498834496,0.018793706293706303
judge,0.0416769924662966,0.0496134020618557,0.0708041958041957,-0.0034965034965034,0.1599650349650349,0.5833333333333334,0.0269137853763569,0.031791619883637906,0.0594405594405594,-0.0113636363636363,0.03540209790209785,0.020687645687645598,0.0134032634032634,0.0023310023310023,0.00786713286713285,0.0052447552447553005,0.43997668997669,0.400058275058275,0.4200174825174825,0.05128205128205132,0.1631701631701631,0.1579254079254079,0.1605477855477855,0.015734265734265743
lawyer,0.0387323171856246,0.0460440985732815,0.083041958041958,0.0052447552447553,0.1587995337995338,0.571969696969697,0.0239691100956849,0.028222316395063698,0.0643939393939393,-0.0186480186480186,0.04152097902097895,0.026806526806526697,0.0177738927738927,0.0087412587412587,0.0132575757575757,0.01063519813519815,0.4408508158508158,0.4003496503496503,0.4206002331002331,0.05157342657342659,0.171037296037296,0.1555944055944056,0.16331585081585082,0.017045454545454558
optometrist,0.0351701386801673,0.0410697230181471,0.0993589743589743,-0.0064102564102563,0.1436480186480186,0.5946969696969697,0.0204069315902276,0.023247940839929298,0.0719696969696969,-0.0273892773892773,0.0496794871794871,0.03496503496503485,0.0177738927738927,0.0061188811188811,0.0119463869463869,0.00932400932400935,0.4501748251748251,0.4061771561771561,0.4281759906759906,0.053321678321678334,0.1611305361305361,0.1593822843822843,0.1602564102564102,0.016025641025641052
pharmacist,0.0827777777777777,0.0946031746031745,0.1092657342657342,0.0244755244755243,0.125,0.5885780885780886,0.068014570687838,0.0767813924249567,0.0777972027972028,-0.0314685314685314,0.0546328671328671,0.03991841491841485,0.030011655011655,-0.0026223776223776,0.016317016317016302,0.01515151515151515,0.4723193473193473,0.4026806526806527,0.4375,0.06614219114219116,0.1617132867132867,0.1675407925407925,0.1646270396270396,0.011655011655011663
physician,0.0393439159958983,0.0453115166771553,0.1171328671328671,-0.0104895104895105,0.1317016317016317,0.5990675990675991,0.0245807089059586,0.0274897344989375,0.0842074592074592,-0.0329254079254079,0.058566433566433554,0.0438519813519813,0.0136946386946386,0.0061188811188811,0.00990675990675985,0.0072843822843823005,0.4746503496503496,0.3936480186480186,0.43414918414918413,0.07182400932400931,0.1739510489510489,0.1529720279720279,0.1634615384615384,0.01981351981351985
physics teacher,0.0655017561891176,0.0744377573645866,0.1171328671328671,-0.0005827505827505,0.12004662004662,0.6092657342657343,0.0507385490991779,0.05661597518636881,0.0789627039627039,-0.0381701631701631,0.0585664335664335,0.04385198135198125,0.0224358974358974,0.0002913752913752,0.011363636363636302,0.00990675990675995,0.488053613053613,0.3918997668997669,0.4399766899766899,0.07939976689976688,0.1657925407925408,0.1448135198135198,0.1553030303030303,0.02097902097902095
professor,0.0739512722271343,0.0842911877394636,0.1046037296037296,-0.0233100233100232,0.1226689976689976,0.6083916083916084,0.059188065137194594,0.06646940556124581,0.0757575757575757,-0.0288461538461538,0.05230186480186475,0.0375874125874125,0.0212703962703962,-0.0078671328671328,0.014568764568764499,0.013403263403263348,0.4813519813519814,0.395979020979021,0.4386655011655012,0.07400932400932403,0.1593822843822843,0.1448135198135198,0.15209790209790205,0.024184149184149198
psychologist,0.0429974681637653,0.050364269876465,0.0571095571095571,0.0151515151515152,0.1462703962703962,0.5926573426573427,0.028234261073825595,0.032542487698247205,0.0585664335664335,0.0014568764568764,0.03001165501165495,0.013840326340326298,0.0227272727272727,0.0101981351981351,0.016462703962703898,0.013840326340326349,0.4449300699300699,0.4087995337995338,0.42686480186480186,0.049388111888111874,0.1655011655011655,0.1617132867132867,0.1636072261072261,0.012674825174825155
scientist,0.0490772497141923,0.0560509554140127,0.0964452214452214,-0.0075757575757575,0.1244172494172494,0.5882867132867133,0.0343140426242526,0.0382291732357949,0.0734265734265734,-0.023018648018648,0.0482226107226107,0.03350815850815844,0.0198135198135198,0.0067016317016317,0.01325757575757575,0.010635198135198198,0.4877622377622377,0.3878205128205128,0.43779137529137524,0.0812937062937063,0.1666666666666666,0.1599650349650349,0.16331585081585076,0.012966200466200506
bartender,0.0512321012321011,0.0581059390048153,0.0372960372960373,-0.0029137529137529,0.1182983682983683,0.597027972027972,0.036468894142161395,0.0402841568265975,0.0393356643356643,0.002039627039627,0.02068764568764565,0.0048076923076923,0.0157342657342657,-0.0017482517482517,0.0087412587412587,0.007575757575757551,0.4192890442890443,0.4624125874125874,0.44085081585081587,0.026660839160839195,0.1427738927738927,0.1678321678321678,0.15530303030303028,0.02097902097902099
cashier,0.0400170062953128,0.0475877912701017,0.0448717948717948,-0.0565268065268065,0.1590909090909091,0.5777972027972028,0.0252537992053731,0.029766009091883903,0.0486596736596736,0.0037878787878787,0.02622377622377615,0.0077214452214452,0.0093240093240093,-0.0058275058275058,0.00757575757575755,0.0064102564102564,0.3971445221445221,0.4437645687645687,0.4204545454545454,0.00801282051282054,0.1398601398601398,0.1701631701631701,0.15501165501165493,0.021270396270396313
construction worker,0.033291334316725,0.0397135416666667,0.0241841491841491,-0.0005827505827505,0.1617132867132867,0.5935314685314685,0.018528127226785297,0.0218917594884489,0.0285547785547785,0.0043706293706293,0.0164627039627039,0.009032634032634051,0.0131118881118881,0.004079254079254,0.00859557109557105,0.0059731934731935,0.358974358974359,0.4793123543123543,0.41914335664335667,0.028846153846153827,0.1331585081585081,0.1684149184149184,0.15078671328671325,0.025495337995338
