,highSES,lowSES
bartender,0.47202797202797203,0.4833916083916084
cashier,0.45046620046620045,0.4385198135198135
chemical engineer,0.3114801864801865,0.2400932400932401
chemist,0.45454545454545453,0.34965034965034963
construction worker,0.5591491841491841,0.675990675990676
dentist,0.5195221445221445,0.4289044289044289
farm worker,0.5291375291375291,0.7278554778554779
janitor,0.3951048951048951,0.5192307692307693
judge,0.3318764568764569,0.30186480186480186
lawyer,0.2916666666666667,0.2432983682983683
line cook,0.546037296037296,0.6462703962703963
optometrist,0.3152680652680653,0.24155011655011654
parking attendant,0.4825174825174825,0.49475524475524474
pharmacist,0.4793123543123543,0.38432400932400934
physician,0.5,0.40297202797202797
physics teacher,0.40792540792540793,0.32022144522144524
professor,0.6258741258741258,0.4781468531468531
psychologist,0.18269230769230768,0.1555944055944056
receptionist,0.458041958041958,0.40472027972027974
sales clerk,0.5055361305361306,0.483974358974359
scientist,0.31497668997669,0.2400932400932401
server,0.4562937062937063,0.4230769230769231
taxi driver,0.5961538461538461,0.6713286713286714
truck driver,0.548951048951049,0.722027972027972
