,highSES,lowSES
bartender,0.021270396270396272,0.020396270396270396
cashier,0.04224941724941725,-0.006701631701631702
chemical engineer,0.12616550116550115,-0.042540792540792544
chemist,0.14044289044289043,-0.07459207459207459
construction worker,-0.004953379953379953,0.05099067599067599
dentist,0.175990675990676,-0.07575757575757576
farm worker,0.011363636363636364,0.04895104895104895
janitor,-0.004079254079254079,-0.011946386946386946
judge,0.057692307692307696,-0.03671328671328671
lawyer,0.08886946386946387,-0.039627039627039624
line cook,0.018065268065268064,0.025932400932400932
optometrist,0.08886946386946387,-0.030885780885780884
parking attendant,0.03613053613053613,0.009032634032634032
pharmacist,0.10227272727272728,-0.038461538461538464
physician,0.09994172494172494,-0.03904428904428905
physics teacher,0.15413752913752915,-0.08275058275058275
professor,0.1655011655011655,-0.09411421911421912
psychologist,0.04487179487179487,-0.013694638694638694
receptionist,0.013111888111888112,0.007867132867132868
sales clerk,0.057692307692307696,-0.005244755244755245
scientist,0.09178321678321678,-0.0472027972027972
server,0.08187645687645688,-0.011655011655011656
taxi driver,0.06235431235431235,-0.025932400932400932
truck driver,0.019230769230769232,0.0026223776223776225
