,highSES,lowSES
bartender,0.08146853146853142,-0.0030303030303030602
cashier,0.08146853146853142,-0.00984848484848486
chemical engineer,0.09236596736596732,-0.0039627039627039996
chemist,0.09801864801864799,-0.02097902097902098
construction worker,0.05407925407925403,-0.007342657342657361
dentist,0.10501165501165495,-0.00495337995337996
farm worker,0.04679487179487176,0.0035547785547785397
janitor,0.03344988344988342,-0.019172494172494142
judge,0.07039627039627037,-0.016550116550116522
lawyer,0.07459207459207455,-0.0015734265734265798
line cook,0.055128205128205085,-0.003146853146853139
optometrist,0.08350815850815846,-0.00827505827505828
parking attendant,0.08403263403263397,-0.0034382284382284594
pharmacist,0.10174825174825171,-0.00501165501165504
physician,0.10005827505827503,-0.006351981351981359
physics teacher,0.08770396270396265,-0.017657342657342638
professor,0.11858974358974353,-0.0163170163170163
psychologist,0.05611888111888108,0.00297202797202796
receptionist,0.08525641025641022,-0.0010489510489510411
sales clerk,0.09708624708624707,0.0018065268065268001
scientist,0.08210955710955707,-0.006876456876456859
server,0.08304195804195798,0.0027389277389277393
taxi driver,0.06672494172494167,-0.026515151515151537
truck driver,0.044230769230769164,-0.01142191142191144
