,highSES,lowSES
bartender,0.018259518259518232,-0.008547008547008532
cashier,0.0184537684537684,-0.008061383061383001
chemical engineer,0.024378399378399303,-0.013791763791763764
chemist,0.020202020202020134,-0.007187257187257167
construction worker,0.0195221445221445,-0.008449883449883367
dentist,0.023601398601398534,-0.0037878787878787338
farm worker,0.0185508935508935,-0.012626262626262567
janitor,0.018842268842268767,-0.009712509712509634
judge,0.014471639471639397,0.0033993783993784
lawyer,0.024766899766899733,-0.0014568764568764995
line cook,0.0154428904428904,-0.0037878787878787338
optometrist,0.0199106449106449,-0.004273504273504266
parking attendant,0.012820512820512801,-0.004079254079254034
pharmacist,0.0312742812742812,-0.0083527583527583
physician,0.024669774669774602,-0.0012626262626262664
physics teacher,0.021367521367521302,-0.004273504273504267
professor,0.013694638694638666,-0.0017482517482517665
psychologist,0.02369852369852367,-0.0016511266511266666
receptionist,0.01913364413364407,-0.010003885003884933
sales clerk,0.014763014763014733,-0.0018453768453768
scientist,0.0159285159285159,-0.002428127428127433
server,0.012043512043512034,0.0018453768453768331
taxi driver,0.0159285159285159,-0.010295260295260232
truck driver,0.017385392385392332,-0.009712509712509667
