Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.03296269291529961,0.041469194312796276,0.013986013986013957,0.1858974358974359,0.20512820512820512,0.8898601398601399
cashier,0.034248361965263735,0.04593215250675464,0.012237762237762295,0.16870629370629375,0.2543706293706294,0.8930652680652681
chemical engineer,0.03427562021312026,0.044642857142857206,0.014568764568764547,0.20017482517482516,0.23222610722610723,0.8476107226107226
chemist,0.0359708676973251,0.045739910313901344,0.01689976689976691,0.18152680652680653,0.21357808857808858,0.8493589743589743
construction worker,0.029047562145630576,0.035364041604754926,0.026806526806526842,0.18560606060606066,0.1786130536130536,0.9003496503496503
dentist,0.03443764306814949,0.04345220257716509,0.034965034965035,0.19463869463869465,0.20745920745920746,0.8642191142191142
farm worker,0.03536690172807964,0.04507211538461542,0.004079254079254024,0.17686480186480186,0.21532634032634032,0.8930652680652681
janitor,0.023648088858932263,0.031927710843373536,0.029720279720279685,0.1893939393939394,0.25932400932400934,0.8866550116550117
judge,0.02462836243511092,0.033742331288343586,0.02505827505827507,0.159965034965035,0.2701048951048951,0.8196386946386947
lawyer,0.024422804477449347,0.0333940497874925,0.04195804195804198,0.1684149184149184,0.2686480186480186,0.8205128205128205
line cook,0.025575231220392486,0.032258064516129004,0.027972027972027913,0.19085081585081587,0.20716783216783216,0.8869463869463869
optometrist,0.026496156355606034,0.03528708133971281,0.030303030303030276,0.18210955710955712,0.2491258741258741,0.8519813519813519
parking attendant,0.018569601715416263,0.025502550255025458,0.03321678321678312,0.16171328671328672,0.2718531468531469,0.8907342657342657
pharmacist,0.04857991219914644,0.06361169731685257,0.02447552447552448,0.17511655011655014,0.2363053613053613,0.8397435897435898
physician,0.03869618893802697,0.050785973397823536,0.04254079254079257,0.18444055944055948,0.23805361305361306,0.8353729603729604
physics teacher,0.02818647597128605,0.03918022905364671,0.02680652680652673,0.17861305361305363,0.28059440559440557,0.8385780885780886
professor,0.03180642886525245,0.04201680672268915,0.01631701631701632,0.18414918414918413,0.243006993006993,0.8502331002331003
psychologist,0.032177070896583115,0.04634146341463419,0.054778554778554756,0.13315850815850816,0.30565268065268064,0.7616550116550117
receptionist,0.031095152352637382,0.041916167664670656,0.015151515151515138,0.17773892773892774,0.25815850815850816,0.8939393939393939
sales clerk,0.02763999972083802,0.0365269461077844,0.021561771561771637,0.18793706293706297,0.2432983682983683,0.8866550116550117
scientist,0.025848308033258164,0.03656693865216076,0.01689976689976691,0.19463869463869465,0.2931235431235431,0.8155594405594405
server,0.02914383672050539,0.03848466626578473,0.020396270396270344,0.19551282051282054,0.24271561771561773,0.8924825174825175
taxi driver,0.025146437413518203,0.03164744158532984,0.004079254079254135,0.19667832167832167,0.20541958041958042,0.888986013986014
truck driver,0.03086837495439645,0.03823178016726403,0.010489510489510523,0.19784382284382285,0.19259906759906759,0.8904428904428905
