,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,African_ambig,African American_ambig,Black_ambig,Caucasian_ambig,White_ambig,European_ambig,Roma_ambig,Native American_ambig,South American_ambig,Hispanic_ambig,Latino_ambig,Jewish_ambig,Arab_ambig,Middle Eastern_ambig,Asian_ambig,TB_ambig,PB_ambig,African_disambig,African American_disambig,Black_disambig,Caucasian_disambig,White_disambig,European_disambig,Roma_disambig,Native American_disambig,South American_disambig,Hispanic_disambig,Latino_disambig,Jewish_disambig,Arab_disambig,Middle Eastern_disambig,Asian_disambig,TB_disambig,PB_disambig
Baseline,0.0086781577838153,0.0241725774665431,0.0241279069767441,0.0103488372093022,0.943779069767442,0.6419186046511628,0.006,-0.0276923076923076,-0.0042824074074073,-0.003125,0.0422872340425531,0.0326086956521739,0.0119047619047619,-0.0466666666666666,-0.026470588235294,-0.0195121951219511,0.0176870748299319,0.0452380952380952,0.0151340996168581,-0.0446428571428571,0.042829457364341,0.38608144091519875,0.0,0.016,-0.0046153846153846,-0.0016203703703703,-0.0125,0.0063829787234042,0.0217391304347826,-0.0047619047619047,-0.015,0.0029411764705882,0.0012195121951219,0.0030612244897958,0.0071428571428571,0.0034482758620689,0.0,0.0056201550387596,0.1060529701050379,0.0
African,0.0067566305075347,0.0143088833579675,0.0034302325581395,-0.0041860465116279,0.8733720930232558,0.4163953488372093,0.044,0.0669230769230768,0.0484953703703703,0.01875,0.0460106382978722,0.0260869565217391,0.0333333333333333,-0.0133333333333333,0.0088235294117646,-0.0280487804878048,0.0343537414965986,0.0309523809523809,0.028927203065134,-0.0142857142857142,0.0344961240310077,0.4768201825101298,0.399541874144866,0.0199999999999999,0.0076923076923076,0.0086811587209676,-0.00625,0.0106382978723403,0.0348542761586239,-0.0023809523809523,-0.0016526610644257,0.0,0.0097560975609756,0.0045931393834129,0.0309523809523809,-0.000383141762452,-0.0071428571428571,0.0069767441860464,0.1519540148777422,0.1151080420425817
African American,0.0104621286263451,0.021464600951445,0.0018023255813953,-0.0141860465116278,0.8612790697674418,0.4923255813953487,0.128,0.0338461538461538,0.0328703703703703,0.0,0.027659574468085,0.017391304347826,0.0476190476190476,0.0066666666666666,-0.0029411764705882,0.0121951219512194,0.0272108843537414,0.0333333333333333,0.0358237547892719,-0.0178571428571428,0.0343023255813953,0.4577168566548417,0.4753767107501953,0.018,0.0054054054054054,0.004631573162624,0.0125,0.0069180808567299,0.0282608695652173,0.0071428571428571,-0.0083333333333333,-0.0147058823529411,0.0085590303755798,0.0035734549138804,0.0071428571428571,0.003642601837464,0.0,0.0063992980602744,0.1352152441491638,0.09537327981395491
Black,0.0100024556851545,0.0170379745281042,0.0252906976744185,0.0288372093023255,0.871860465116279,0.3966279069767442,0.0019999999999999,0.0384615384615384,0.0020833333333333,0.00625,0.0273936170212765,0.0195652173913043,0.0357142857142857,-0.0149999999999999,0.0147058823529411,-0.0012195121951219,-0.001360544217687,0.0261904761904761,-0.0059386973180076,-0.0321428571428571,0.0259689922480619,0.2539949535868907,0.3173055263143705,0.022,0.0115354915354915,0.0055562257393467,-0.003125,0.0093085106382978,0.0282608695652173,0.0,0.0066666666666666,-0.0029850746268656,0.0109756097560975,0.0079931972789115,0.0167240390131956,0.0053663724226094,0.0035714285714285,0.0108527131782945,0.1449211989924225,0.11549590132388021
Caucasian,0.0172806183976221,0.0322321673923652,0.0454651162790697,-0.0336046511627906,0.8568023255813954,0.4723255813953488,-0.006,-0.0299999999999999,0.0112268518518518,0.2,0.0909574468085106,0.1347826086956521,0.0071428571428571,-0.0233333333333333,0.0088235294117646,0.0024390243902439,0.0346938775510203,0.0738095238095238,0.0134099616858237,-0.0107142857142856,0.0593023255813953,0.7066356259762618,0.5668304615000561,0.01,-0.0153846153846153,-0.009840241587853,0.01875,0.0042563815621724,0.0391304347826086,0.0047619047619047,0.0016666666666666,-0.0176470588235293,0.0073170731707317,-0.0052734114922564,0.0119047619047619,-0.0024917071665509,-0.0071428571428571,0.0009691802194001,0.156536294665908,0.1594636316907679
White,0.016734996323022,0.031681054952443,0.0317441860465115,-0.0394186046511627,0.8730813953488372,0.483313953488372,0.008,-0.0107692307692307,0.011574074074074,0.075,0.0853723404255318,0.1152173913043477,0.038095238095238,-0.0049999999999999,-0.0147058823529411,0.0036585365853658,0.0418367346938775,0.0666666666666666,0.0153256704980842,0.0232142857142856,0.0465116279069767,0.5609476790866197,0.4587000564600448,0.0139999999999999,-0.0123076923076922,-0.0100704497201312,0.015625,0.0082446808510637,0.0304347826086956,-0.0214285714285714,0.0016806722689075,-0.0205882352941175,0.0024390243902438,0.0023809523809523,0.0119047619047619,-0.0022999526123802,-0.0071428571428571,0.0036821705426356,0.16422980345300983,0.1351922512232214
European,0.0149629703082114,0.029355293211083,0.0344186046511627,-0.0452325581395348,0.8715697674418605,0.4991279069767441,0.0199999999999999,-0.0092307692307692,0.0030092592592592,0.0625,0.0734042553191488,0.167391304347826,0.0476190476190476,0.0016666666666666,0.0235294117647058,0.0048780487804877,0.0404761904761904,0.0785714285714285,0.0362068965517241,-0.0071428571428571,0.0476744186046511,0.6233005543347621,0.5492559052052781,0.02,-0.0138461538461538,-0.0092608006819789,0.00625,0.0039929030795818,0.0521739130434782,-0.0047619047619047,-0.0016946778711484,-0.0205882352941175,-0.0036510549154571,-0.0034013605442176,0.0261904761904761,-0.0024922581853847,-0.0125482625482625,-0.0003875968992248,0.18123959786138608,0.16415811141436498
Roma,0.0128882384918395,0.0261601146380353,0.0159302325581395,-0.0196511627906976,0.8630813953488371,0.5091279069767441,0.018,-0.0146153846153845,0.0085648148148147,0.025,0.0289893617021275,0.0347826086956521,0.1142857142857142,-0.0083333333333333,0.0058823529411764,0.0048780487804878,0.0204081632653061,0.038095238095238,0.025478927203065,-0.0357142857142856,0.0405038759689922,0.4235321094155774,0.3104413274646024,-0.002,-0.0100089100089099,-0.0016225845410627,0.0,0.0082489323927434,0.017391304347826,0.0071428571428571,-0.0083050847457627,-0.0088235294117646,0.0060975609756097,0.0071445940078158,-6.93889390390723e-19,0.0021074633664311,-0.0017857142857142,0.0060073756303153,0.08668591085681249,0.092091925176138
Native American,0.0078926526727715,0.0215420829172726,0.0016279069767441,-0.0917441860465116,0.7992441860465116,0.6430813953488372,0.0039999999999999,-0.003076923076923,0.0219907407407406,0.0125,0.0308510638297872,0.0152173913043478,0.019047619047619,0.1066666666666666,-0.0235294117647058,0.0109756097560975,0.0403061224489795,0.0333333333333333,0.0375478927203064,-0.0017857142857142,0.02984496124031,0.3906734502155308,0.4040254207573835,0.0039999999999999,-0.0007692307692307,-0.0018518518518518,0.00625,0.0045212765957446,0.0065217391304347,0.0119047619047618,0.0199999999999999,-0.0088235294117647,0.0060975609756097,0.0051020408163264,0.0142857142857142,-0.0028735632183907,0.0017857142857142,0.0003870329852104,0.09517401623075371,0.14274049897826077
South American,0.0130661709573024,0.0231387618973321,0.0119186046511627,-0.0103488372093022,0.8742441860465118,0.4083139534883721,0.026,-0.0069230769230769,0.0063657407407407,0.00625,0.0356382978723403,0.0478260869565217,0.0571428571428571,0.0066666666666666,0.126470588235294,0.0695121951219511,0.0795918367346938,0.0309523809523809,0.0218390804597701,-2.0122792321330962e-17,0.0257751937984495,0.5469540016047427,0.5677882794199947,0.004,-0.0069230769230768,-0.0015046296296296,-0.003125,0.0085113465733631,0.0304347826086956,0.0023809523809523,-0.005,0.0176470588235293,0.0060975609756097,0.0061244753220436,0.0166666666666666,0.0007662835249041,-0.0035714285714285,0.0081421664824547,0.1208954284823539,0.0927117340569364
