,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,Atheist_ambig,Buddhist_ambig,Catholic_ambig,Christian_ambig,Hindu_ambig,Jewish_ambig,Mormon_ambig,Muslim_ambig,Orthodox_ambig,Protestant_ambig,Sikh_ambig,TB_ambig,PB_ambig,Atheist_disambig,Buddhist_disambig,Catholic_disambig,Christian_disambig,Hindu_disambig,Jewish_disambig,Mormon_disambig,Muslim_disambig,Orthodox_disambig,Protestant_disambig,Sikh_disambig,TB_disambig,PB_disambig
Baseline,0.0595482546201231,0.0033744010951403,-0.0533333333333332,0.05,0.9433333333333334,0.7933333333333333,0.0763888888888889,0.0178571428571428,0.0757575757575757,0.0,-0.3333333333333333,0.0571428571428571,-0.0075757575757575,0.0182926829268292,,0.1111111111111111,0.0,0.6974593495934955,0.0,0.0208333333333333,0.0178571428571428,0.0,0.0064102564102564,-0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,,0.0416666666666666,0.0,0.2689498509620458,0.0
Atheist,0.0546318289786222,0.0032779097387173,-0.1366666666666666,0.0566666666666666,0.94,0.685,0.0833333333333333,0.0357142857142857,0.0606060606060606,0.0,-0.3636363636363636,0.0571428571428571,-0.0151515151515151,0.0365853658536585,,0.1388888888888889,0.0,0.7910586703269626,0.12390235103649737,0.0277777777777777,0.0,0.0,0.0,-0.1212121212121212,0.0214285714285714,0.0,0.024390243902439,,0.0416666666666666,0.0,0.2364753809875759,0.0463633588633587
Buddhist,0.0649350649350648,0.0035714285714285,-0.1666666666666666,0.055,0.945,0.6233333333333333,0.0833333333333333,0.0535714285714285,0.0454545454545454,0.0,-0.2878787878787879,0.05,-0.0454545454545454,0.0365853658536585,,0.125,0.0,0.727278006546299,0.195619522753669,0.0277777777777777,0.0178571428571428,0.0,0.0,-0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,,0.0416666666666666,0.0,0.2694840389962338,0.013354700854700799
Catholic,0.0648148148148148,0.0043209876543209,-0.1833333333333333,0.0566666666666666,0.9333333333333332,0.7016666666666667,0.0833333333333333,0.0357142857142857,0.0833333333333333,0.0128205128205128,-0.3106060606060606,0.0571428571428571,-0.0227272727272727,0.0121951219512195,,0.125,0.0,0.7428727776288749,0.1030630954411442,0.0208333333333333,0.0,0.0151515151515151,0.0,-0.1287878787878787,0.0285714285714285,0.0,0.024390243902439,,0.0416666666666666,0.0,0.2594010664132612,0.054137529137529006
Christian,0.0755555555555556,0.005037037037037,-0.1433333333333333,0.0533333333333333,0.9333333333333332,0.7316666666666667,0.0833333333333333,0.0357142857142857,0.0757575757575757,0.0256410256410256,-0.3712121212121212,0.0571428571428571,-0.0227272727272727,0.0304878048780487,,0.125,0.0,0.82701627640652,0.1295569268130244,0.0277777777777777,0.0,0.0151515151515151,0.0,-0.1287878787878787,0.0285714285714285,0.0,0.0182926829268292,,0.0416666666666666,0.0,0.26024794988209576,0.0671795345575832
Hindu,0.0574162679425838,0.0037320574162679,-0.1766666666666667,0.0583333333333333,0.935,0.6783333333333333,0.0763888888888889,0.0357142857142857,0.0757575757575757,0.0128205128205128,-0.3106060606060606,0.0571428571428571,-0.053030303030303,0.0121951219512195,,0.1388888888888889,0.0,0.7725444948005922,0.1327348126128614,0.0277777777777777,0.0,0.0,0.0,-0.1363636363636363,0.0285714285714285,0.0,0.024390243902439,,0.0416666666666666,0.0,0.25876975328194807,0.038354700854700705
Jewish,0.0521327014218009,0.003301737756714,-0.1566666666666666,0.0566666666666666,0.9366666666666666,0.685,0.0833333333333333,0.0357142857142857,0.0757575757575757,0.0,-0.3333333333333333,0.0571428571428571,-0.0227272727272727,0.0182926829268292,,0.1111111111111111,0.0,0.7374124520465981,0.039953102453102504,0.0208333333333333,0.0,-0.0151515151515151,0.0,-0.0909090909090909,0.0428571428571428,0.0,0.0182926829268292,,0.0416666666666666,0.0,0.2297104318445779,0.11239959227764092
Mormon,0.028436018957346,0.0019905213270142,-0.18,0.0433333333333333,0.93,0.69,0.0763888888888889,0.0357142857142857,0.053030303030303,0.0128205128205128,-0.3787878787878788,0.0571428571428571,0.0757575757575757,0.0121951219512195,,0.1388888888888889,0.0,0.8407263129824103,0.21606814594619456,0.0208333333333333,0.0,0.0,0.0,-0.0909090909090909,0.0214285714285714,0.0,0.024390243902439,,0.0277777777777777,0.0,0.1853390173512123,0.08361083361083349
Muslim,0.0469483568075117,0.0032081377151799,-0.14,0.055,0.9316666666666666,0.6866666666666666,0.0902777777777777,0.0357142857142857,0.0606060606060606,0.0128205128205128,-0.3560606060606061,0.0571428571428571,-0.0151515151515151,0.0182926829268292,,0.1111111111111111,0.0,0.7571774093115553,0.09002109002108998,0.0277777777777777,0.0178571428571428,0.0075757575757575,0.0,-0.1439393939393939,0.0285714285714285,0.0,0.024390243902439,,0.0416666666666666,0.0,0.291778411290606,0.03564907314907299
Orthodox,0.0585585585585586,0.0039039039039039,-0.1333333333333333,0.0633333333333333,0.9333333333333332,0.72,0.0763888888888889,0.0357142857142857,0.0833333333333333,0.0256410256410256,-0.3181818181818182,0.0571428571428571,-0.0606060606060606,0.0304878048780487,,0.1527777777777778,0.0,0.8402738521640958,0.17311753287363052,0.0208333333333333,0.0,0.0,-0.0064102564102564,-0.106060606060606,0.0357142857142857,0.0,0.024390243902439,,0.0416666666666666,0.0,0.235075392087587,0.07526640026640019
