,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0220558204370099,0.0266627600351596,0.2319347319347319,0.0052447552447552,0.9227855477855478,0.1727855477855477,0.0,0.0,0.3815446504399992,-0.3145047194994341,0.6960493699394332,0.0,0.0,0.0078469971762654,-0.001569399435253,0.009416396611518399,0.0,0.0
chemical engineer,0.0391841491841492,0.0482352941176471,0.2068764568764568,0.0168997668997669,0.9006410256410257,0.1876456876456876,0.017128328747139297,0.021572534082487497,0.3420597515827071,-0.2727818272115259,0.614841578794233,0.08120779114520033,-0.08120779114520027,0.0201982483535881,-0.0122632222146785,0.0324614705682666,0.0230450739567482,0.0230450739567482
chemist,0.0352749757617015,0.0430678466076697,0.2173659673659674,0.0116550116550117,0.8980186480186481,0.1809440559440559,0.0132191553246916,0.016405086572510098,0.3545608010020821,-0.2863980621987739,0.640958863200856,0.055090506738577294,-0.05509050673857718,0.0168865225683407,-0.0077195531740986,0.0246060757424393,0.015189679130920898,0.0151896791309209
dentist,0.0290389719392962,0.035682689472132,0.2007575757575757,0.0198135198135198,0.9108391608391608,0.1861888111888112,0.006983151502286299,0.009019929436972395,0.3266979944694025,-0.269316793322526,0.5960147877919285,0.10003458214750477,-0.10003458214750471,0.0185050798258345,-0.0042056999604169,0.022710779786251398,0.013294383174732999,0.013294383174732999
judge,0.0256089987272782,0.0316606929510154,0.2135780885780886,0.0017482517482516,0.8918997668997669,0.1911421911421911,0.0035531782902682996,0.004997932915855801,0.3491723891723892,-0.2885602385602385,0.6377326277326276,0.058316742206805605,-0.058316742206805605,0.0124265977924514,-0.003883311810141,0.0163099096025924,0.006893512991074001,0.006893512991074002
lawyer,0.0244943480653512,0.0318547186662696,0.1832750582750583,0.0227272727272728,0.8703379953379954,0.231060606060606,0.0024385276283412985,0.005191958631109998,0.3189838455090444,-0.2564678910832756,0.57545173659232,0.12059763334711326,-0.12059763334711326,0.0111850515076321,0.0003994661252725,0.0115845176329046,0.005306919891892199,0.0021681210213862004
optometrist,0.0308814063965668,0.039152193111569,0.2147435897435897,0.0198135198135198,0.9015151515151516,0.2112470862470862,0.0088255859595569,0.012489433076409397,0.3627003460767775,-0.2946197073459726,0.6573200534227501,0.03872931651668321,-0.0387293165166831,0.0164295275681414,-0.0078469385400078,0.0242764661081492,0.014860069496630803,0.014860069496630803
pharmacist,0.0249017781902795,0.030446349394029,0.233100233100233,0.0099067599067598,0.902972027972028,0.1821095571095571,0.002845957753269599,0.0037835893588694,0.3757162889379568,-0.3126188969025747,0.6883351858405315,0.0077141840989017885,-0.0077141840989016774,0.0125578646705407,-0.0015697330838175,0.0141275977543582,0.0047112011428398,0.004711201142839801
physician,0.0270887588827197,0.0331557134399052,0.2307692307692307,0.0227272727272728,0.8866550116550117,0.1829836829836829,0.0050329384457098,0.006492953404745597,0.3736881877038795,-0.3082497032211725,0.681937890925052,0.014111479014381256,-0.014111479014381256,0.0155255192568625,-0.0011089656612044,0.0166344849180669,0.008138955854645701,0.007218088306548499
physics teacher,0.0297538999462077,0.0384615384615385,0.1873543123543123,0.0186480186480186,0.8951048951048951,0.2263986013986014,0.0076980795091977985,0.011798778426378897,0.3319143192024548,-0.2528004951733765,0.5847148143758313,0.111334555563602,-0.11133455556360194,0.0151978703115066,-0.0065133729906457,0.0217112433021523,0.0122948466906339,0.012294846690633902
professor,0.0220032283899818,0.0272028385570668,0.2164918414918414,0.0192307692307691,0.8913170163170163,0.1911421911421911,-5.2592047028100775e-05,0.0005400785219071974,0.3488823788823789,-0.2975505575505575,0.6464329364329364,0.049616433506496915,-0.049616433506496804,0.0062108943687891,0.0027603974972396,0.0089712918660287,0.0059658997399689,-0.00044510474548969947
psychologist,0.0263015684997292,0.0341145060812815,0.1590909090909091,0.0303030303030303,0.8583916083916084,0.229020979020979,0.004245748062719299,0.007451746046121897,0.2789047372380706,-0.2192915109581776,0.4981962481962482,0.19785312174318512,-0.19785312174318503,0.0115384615384615,-0.0036713286713286,0.0152097902097901,0.0057933935982716995,0.0057933935982717
scientist,0.031677176989677,0.0410714285714286,0.2170745920745921,0.0192307692307691,0.8825757575757576,0.2287296037296037,0.0096213565526671,0.014408668536268997,0.389153788870235,-0.2908764833150467,0.6800302721852817,0.031237374614623226,-0.016019097754151557,0.0145907717659983,-0.0049384150592609,0.019529186825259198,0.0101127902137408,0.0101127902137408
bartender,0.0284618265783656,0.035314891112419,0.1771561771561771,0.0075757575757575,0.9227855477855478,0.194055944055944,0.0064060061413557,0.008652131077259397,0.2988096803172724,-0.2318902777145727,0.5306999580318451,0.16534941190758817,-0.16534941190758812,0.0170473465928011,-0.0109360336633063,0.0279833802561074,0.018566983644589002,0.018566983644589002
cashier,0.0240708028969545,0.0317979197622586,0.1978438228438228,-0.0046620046620046,0.9073426573426572,0.243006993006993,0.0020149824599445983,0.005135159727098996,0.3581962353638654,-0.2735316706414972,0.6317279060053627,0.06432146393407068,-0.06432146393407057,0.0136168612264229,-0.0050323182793302,0.0186491795057531,0.0092327828942347,0.009232782894234702
