,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0220558204370099,0.0266627600351596,0.2319347319347319,0.0052447552447552,0.9227855477855478,0.1727855477855477,0.0,0.0,0.1495281937935214,-0.0824882628529563,0.2320164566464777,0.0,0.0,0.0047081983057592,0.001569399435253,0.006277597741012201,0.0,0.0
chemical engineer,0.0391841491841492,0.0482352941176471,0.2068764568764568,0.0168997668997669,0.9006410256410257,0.1876456876456876,0.017128328747139297,0.021572534082487497,0.1371125586512961,-0.0678346342801149,0.204947192931411,0.027069263715066696,-0.027069263715066683,0.0093777581641659,-0.0014427320252562,0.0108204901894221,0.0076816913189159,0.004542892448409899
chemist,0.0352749757617015,0.0430678466076697,0.2173659673659674,0.0116550116550117,0.8980186480186481,0.1809440559440559,0.0132191553246916,0.016405086572510098,0.1409078466017967,-0.0727451077984885,0.2136529544002852,0.018363502246192487,-0.018363502246192487,0.0086844973208609,0.0004824720733811,0.009166969394241999,0.0050632263769736,0.0028893716532297983
dentist,0.0290389719392962,0.035682689472132,0.2007575757575757,0.0198135198135198,0.9108391608391608,0.1861888111888112,0.006983151502286299,0.009019929436972395,0.1280263985387597,-0.0706451973918831,0.1986715959306428,0.033344860715834895,-0.033344860715834895,0.010934819897084,0.0033645599683335,0.014299379865417499,0.008021782124405298,0.008021782124405298
judge,0.0256089987272782,0.0316606929510154,0.2135780885780886,0.0017482517482516,0.8918997668997669,0.1911421911421911,0.0035531782902682996,0.004997932915855801,0.1365948465948465,-0.0759826959826959,0.2125775425775424,0.01943891406893529,-0.019438914068935276,0.0069899612582539,0.0015533247240564,0.0085432859823103,0.0022978376636913003,0.0022656882412980996
lawyer,0.0244943480653512,0.0318547186662696,0.1832750582750583,0.0227272727272728,0.8703379953379954,0.231060606060606,0.0024385276283412985,0.005191958631109998,0.127166599978271,-0.0646506455525023,0.1918172455307733,0.040199211115704375,-0.040199211115704375,0.0075898563801789,0.0039946612527257,0.0115845176329046,0.0053069198918923996,0.005306919891892399
optometrist,0.0308814063965668,0.039152193111569,0.2147435897435897,0.0198135198135198,0.9015151515151516,0.2112470862470862,0.0088255859595569,0.012489433076409397,0.1435936616025274,-0.0755130228717225,0.2191066844742499,0.012909772172227788,-0.012909772172227774,0.0083373721987583,0.0002452168293752,0.0085825890281335,0.004953356498876901,0.0023049912871213
pharmacist,0.0249017781902795,0.030446349394029,0.233100233100233,0.0099067599067598,0.902972027972028,0.1821095571095571,0.002845957753269599,0.0037835893588694,0.1462712269911129,-0.0831738349557308,0.2294450619468437,0.003942538905183007,-0.0025713946996339943,0.0078486654190879,0.0031394661676351,0.010988131586722998,0.0047105338457107985,0.004710533845710798
physician,0.0270887588827197,0.0331557134399052,0.2307692307692307,0.0227272727272728,0.8866550116550117,0.1829836829836829,0.0050329384457098,0.006492953404745597,0.1463755573955288,-0.0809370729128218,0.22731263030835058,0.00470382633812709,-0.004703826338127104,0.0099806909508402,0.0044358626448178,0.014416553595658,0.0081389558546458,0.0081389558546458
physics teacher,0.0297538999462077,0.0384615384615385,0.1873543123543123,0.0186480186480186,0.8951048951048951,0.2263986013986014,0.0076980795091977985,0.011798778426378897,0.1370093810771777,-0.0578955570480994,0.1949049381252771,0.03711151852120059,-0.03711151852120059,0.0079607892107892,0.0007237081100717,0.0086844973208609,0.0040982822302113,0.002406899579848699
professor,0.0220032283899818,0.0272028385570668,0.2164918414918414,0.0192307692307691,0.8913170163170163,0.1911421911421911,-5.2592047028100775e-05,0.0005400785219071974,0.1334047334047334,-0.082072912072912,0.21547764547764542,0.016538811168832282,-0.016538811168832268,0.0050607287449392,0.0039105631210894,0.0089712918660286,0.0026936941250164,0.0026936941250164
