,highSES,lowSES
bartender,0.004662004662004662,-0.0005827505827505828
cashier,0.01078088578088578,-0.025932400932400932
chemical engineer,-0.0017482517482517483,-0.013986013986013986
chemist,0.005244755244755245,-0.012237762237762238
construction worker,0.015151515151515152,-0.007575757575757576
dentist,0.006993006993006993,-0.013111888111888112
farm worker,-0.00641025641025641,-0.005536130536130536
janitor,-0.004370629370629371,0.013111888111888112
judge,0.01048951048951049,-0.020104895104895104
lawyer,0.01048951048951049,0.0034965034965034965
line cook,0.0,-0.01048951048951049
optometrist,0.007284382284382284,-0.009324009324009324
parking attendant,0.0,-0.006993006993006993
pharmacist,0.011363636363636364,-0.020104895104895104
physician,0.033216783216783216,-0.019230769230769232
physics teacher,0.01048951048951049,-0.0034965034965034965
professor,-0.0008741258741258741,-0.005244755244755245
psychologist,0.018065268065268064,-0.0020396270396270395
receptionist,-0.007867132867132868,-0.005244755244755245
sales clerk,-0.003787878787878788,-0.01252913752913753
scientist,-0.013403263403263404,0.01282051282051282
server,-0.00641025641025641,-0.015151515151515152
taxi driver,-0.004662004662004662,-0.008158508158508158
truck driver,0.005244755244755245,-0.016608391608391608
