,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.014825581395348841,-0.02117940199335549,,0.02635658914728683,0.020626895854398388,-0.010124787294384575,0.0,-0.011860465116279074,-0.014825581395348841,0.029651162790697683,0.025415282392026582,0.0,-0.044476744186046524,-0.014825581395348841,0.0,0.01976744186046512
