Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Baseline,0.024172577466543103,0.008678157783815381,0.01034883720930226,0.02412790697674414,0.6419186046511628,0.943779069767442
