,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0149761129959149,0.0178217821782178,0.0294289044289044,-0.0233100233100232,0.5303030303030303,0.1596736596736596,0.0,0.0,0.0294289044289044,-0.0294289044289044,0.0588578088578088,0.0,0.0,0.0026402640264026,-0.0026402640264026,0.0052805280528052,0.0,0.0
chemical engineer,0.0600537711614251,0.0684505289359054,0.1043123543123543,0.0058275058275059,0.6130536130536131,0.1226689976689976,0.0450776581655102,0.05062874675768761,0.1043123543123543,-0.1043123543123543,0.2086247086247086,0.1497668997668998,0.1497668997668998,0.0280024891101431,-0.0280024891101431,0.0560049782202862,0.050724450167481006,0.050724450167481006
chemist,0.061452898662201,0.0703959773727216,0.1162587412587412,0.0104895104895104,0.5961538461538461,0.127039627039627,0.0464767856662861,0.052574195194503806,0.1162587412587412,-0.1162587412587412,0.2325174825174824,0.17365967365967358,0.17365967365967358,0.0263984915147705,-0.0263984915147705,0.052796983029541,0.0475164549767358,0.0475164549767358
dentist,0.0449773927163279,0.0519563822963438,0.0952797202797203,-0.0262237762237762,0.5935314685314685,0.1343240093240093,0.030001279720413,0.034134600118125996,0.0952797202797202,-0.0952797202797202,0.1905594405594404,0.1317016317016316,0.1317016317016316,0.0189223861449647,-0.0189223861449647,0.0378447722899294,0.0325642442371242,0.0325642442371242
judge,0.0417203608247423,0.0496134020618557,0.0708041958041957,-0.0034965034965034,0.5833333333333334,0.1590909090909091,0.0267442478288274,0.031791619883637906,0.0708041958041958,-0.0708041958041958,0.1416083916083916,0.08275058275058278,0.08275058275058278,0.0122422680412371,-0.0122422680412371,0.0244845360824742,0.019204008029668998,0.019204008029668998
lawyer,0.0387457332982625,0.0460440985732815,0.083041958041958,0.0052447552447553,0.571969696969697,0.1585081585081585,0.023769620302347604,0.028222316395063698,0.083041958041958,-0.083041958041958,0.166083916083916,0.1072261072261072,0.1072261072261072,0.0100518806744487,-0.0100518806744487,0.0201037613488974,0.014823233296092198,0.014823233296092198
optometrist,0.0351701386801673,0.0410697230181471,0.0993589743589743,-0.0064102564102563,0.5946969696969697,0.1436480186480186,0.020194025684252402,0.023247940839929298,0.0993589743589743,-0.0993589743589743,0.1987179487179486,0.1398601398601398,0.1398601398601398,0.0127347978350843,-0.0127347978350843,0.0254695956701686,0.020189067617363398,0.020189067617363398
pharmacist,0.0828053428053427,0.0946031746031745,0.1092657342657342,0.0244755244755243,0.5885780885780886,0.1247086247086247,0.0678292298094278,0.0767813924249567,0.1092657342657342,-0.1092657342657342,0.2185314685314684,0.1596736596736596,0.1596736596736596,0.0355555555555555,-0.0355555555555555,0.071111111111111,0.0658305830583058,0.0658305830583058
physician,0.0393571186522727,0.0453115166771553,0.1171328671328671,-0.0104895104895105,0.5990675990675991,0.1314102564102564,0.0243810056563578,0.0274897344989375,0.1171328671328671,-0.1171328671328671,0.2342657342657342,0.17540792540792538,0.17540792540792538,0.0081812460667086,-0.0081812460667086,0.0163624921334172,0.011081964080612,0.011081964080612
physics teacher,0.0655451348356005,0.0744377573645866,0.1171328671328671,-0.0005827505827505,0.6092657342657343,0.1194638694638694,0.0505690218396856,0.05661597518636881,0.1171328671328671,-0.1171328671328671,0.2342657342657342,0.17540792540792538,0.17540792540792538,0.0240734874881216,-0.0240734874881216,0.0481469749762432,0.042866446923438,0.042866446923438
