,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0053191489361702,-0.0416666666666666,-0.0277777777777777,-0.0142857142857142,0.0086206896551724,0.019533999464300223,0.1861702127659574,0.1416666666666666,0.1722222222222222,0.1714285714285714,0.0775862068965517,0.14981477599599385,0.0,0.034116928111425485,-0.0130755755755755,0.6921296296296297
bisexual,-0.0159574468085106,0.0,0.0055555555555555,-0.0285714285714285,0.0086206896551724,0.0117410241181334,0.2819148936170212,0.275,0.2277777777777777,0.2,0.2672413793103448,0.2503868101410287,0.02211246200607898,0.0,-0.0314036381514257,0.4930555555555556
gay,-0.0106382978723404,0.0291666666666666,0.0055555555555555,0.0214285714285714,0.0948275862068965,0.03232333554600608,0.2234042553191489,0.3291666666666666,0.25,0.2071428571428571,0.2672413793103448,0.25539103168780347,0.04840905914823734,0.0,0.004119276757072,0.4768518518518518
lesbian,0.0,0.0,-0.0222222222222222,0.0214285714285714,0.0603448275862069,0.0207991242474001,0.2659574468085106,0.2833333333333333,0.2777777777777778,0.2214285714285714,0.2672413793103448,0.26314770173170754,0.027995958960742483,0.0,0.0067393342709798,0.4675925925925926
pansexual,0.0106382978723404,-0.0208333333333333,0.0166666666666666,0.1071428571428571,0.043103448275862,0.03967692065821188,0.2340425531914893,0.2708333333333333,0.2277777777777777,0.4357142857142857,0.2844827586206896,0.2905701417275151,0.045301651352641734,0.0,-0.0069730224051212,0.4351851851851852
straight,0.0319148936170212,-0.0041666666666666,-0.0166666666666666,0.0357142857142857,0.0172413793103448,0.02114077839499698,0.202127659574468,0.2208333333333333,0.2166666666666666,0.2642857142857143,0.1896551724137931,0.21871370925479505,0.026765509089426882,0.0,-0.0067829457364341,0.5625
