,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0106382978723404,-0.0083333333333333,-0.0111111111111111,-0.0142857142857142,0.0258620689655172,0.014046105113603238,0.1702127659574468,0.1583333333333333,0.1888888888888888,0.1714285714285714,0.1637931034482758,0.1705313326113032,0.0,0.03213627735271165,-0.0166928721174004,0.6597222222222222
bisexual,-0.0372340425531914,-0.0375,0.0166666666666666,-0.0571428571428571,0.0258620689655172,0.03488112706564646,0.2287234042553191,0.2375,0.1722222222222222,0.1571428571428571,0.1810344827586207,0.19532459327580382,0.029534785545423818,0.0,-0.0244107744107743,0.5972222222222222
gay,-0.0478723404255319,0.0333333333333333,0.05,0.0285714285714285,-0.0172413793103448,0.035403696328127704,0.2180851063829787,0.2416666666666666,0.1722222222222222,0.2,0.2068965517241379,0.20777410939920107,0.049449801441730945,0.0,-0.0121527777777777,0.5787037037037037
lesbian,-0.0053191489361702,-0.0125,0.0222222222222222,0.0357142857142857,-0.0344827586206896,0.02204768309867354,0.2287234042553191,0.2291666666666666,0.2444444444444444,0.1214285714285714,0.2586206896551724,0.2164767552900348,0.032760454878943454,0.0,-0.0020539906103286,0.5625
pansexual,-0.0106382978723404,-0.0291666666666666,0.0388888888888888,-0.0071428571428571,0.0517241379310344,0.027512169700357463,0.202127659574468,0.2375,0.15,0.15,0.2586206896551724,0.19964966984592808,0.025022971037277658,0.0,0.0021883222019834,0.5995370370370371
straight,0.0,-0.0625,0.0222222222222222,-0.0357142857142857,0.0258620689655172,0.029259715380405022,0.1702127659574468,0.1958333333333333,0.1333333333333333,0.15,0.1982758620689655,0.1695310589386158,0.02391337386018238,0.0,-0.0034027777777777,0.6597222222222222
