,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.05,0.0461538461538461,0.0708812260536398,0.0426356589147286,0.0399305555555555,0.0,0.0108695652173913,0.0365853658536585,0.0833333333333333,0.0246598639455782,0.0267857142857142,-0.0333333333333333,0.0119047619047619,0.0735294117647058,0.0279255319148936,0.03856854454874267,0.25,0.2076923076923077,0.3869731800766283,0.3585271317829457,0.3825231481481481,0.21875,0.2934782608695652,0.1585365853658536,0.25,0.3545918367346938,0.1875,0.15,0.2023809523809523,0.25,0.3390957446808511,0.26600327651546307,0.0,0.03687568369790718,0.0144286165952363,0.3177325581395349
African,-0.01,0.0153846153846153,0.0363984674329501,0.005813953488372,0.0416666666666666,0.03125,0.0760869565217391,0.0365853658536585,-0.0119047619047619,0.0187074829931972,-0.0089285714285714,0.0083333333333333,-0.0357142857142857,0.0441176470588235,0.0013297872340425,0.025481459667667804,0.33,0.2615384615384615,0.3563218390804598,0.3217054263565891,0.3923611111111111,0.375,0.2282608695652173,0.2073170731707317,0.25,0.4047619047619047,0.2946428571428571,0.2416666666666666,0.3452380952380952,0.2794117647058823,0.3284574468085106,0.3077789010764325,0.03616501218726302,0.0,-0.0173117795945004,0.2976744186046511
African American,0.0,0.0307692307692307,0.0105363984674329,-0.001937984496124,0.021412037037037,-0.0625,0.0434782608695652,0.0,-0.0357142857142857,0.0025510204081632,0.0267857142857142,-0.0083333333333333,0.0833333333333333,0.0441176470588235,-0.0079787234042553,0.025296531278486554,0.26,0.2923076923076923,0.328544061302682,0.3255813953488372,0.3443287037037037,0.25,0.2391304347826087,0.2195121951219512,0.2976190476190476,0.3784013605442177,0.2410714285714285,0.2083333333333333,0.2738095238095238,0.3088235294117647,0.3085106382978723,0.28506488961031085,0.041561114696310825,0.0,0.0211484910062467,0.3465116279069767
Arab,0.0,-0.0076923076923076,0.0335249042145593,0.0155038759689922,0.005787037037037,0.015625,0.0,-0.0060975609756097,-0.0595238095238095,0.0314625850340136,0.0178571428571428,-0.0333333333333333,-0.0238095238095238,0.0441176470588235,0.0106382978723404,0.020331535025166176,0.26,0.2846153846153846,0.3840996168582375,0.3488372093023256,0.3483796296296296,0.296875,0.3043478260869565,0.1768292682926829,0.2023809523809523,0.407312925170068,0.3571428571428571,0.2,0.2857142857142857,0.2794117647058823,0.3351063829787234,0.29807020685853236,0.034177132602201295,0.0,0.003446511627907,0.3040697674418605
Asian,0.01,0.0076923076923076,0.0316091954022988,0.0174418604651162,0.0248842592592592,-0.09375,0.0652173913043478,0.0182926829268292,-0.0238095238095238,0.0136054421768707,-0.0267857142857142,0.0166666666666666,0.0119047619047619,0.0441176470588235,0.0039893617021276,0.02731778764364314,0.27,0.2692307692307692,0.328544061302682,0.375968992248062,0.3454861111111111,0.21875,0.2391304347826087,0.2134146341463414,0.238095238095238,0.3741496598639456,0.3303571428571428,0.1833333333333333,0.2023809523809523,0.2205882352941176,0.3337765957446808,0.2762137440260657,0.03996538768494768,0.0,-0.0117010442897348,0.3319767441860465
Black,0.06,0.0,0.0114942528735632,0.0193798449612403,0.021412037037037,-0.046875,0.0,0.0060975609756097,-0.0238095238095238,0.0034013605442176,0.0089285714285714,-0.0166666666666666,-0.0476190476190476,0.0735294117647058,0.0053191489361702,0.022968828441090213,0.2,0.2615384615384615,0.3218390804597701,0.3081395348837209,0.339699074074074,0.203125,0.2391304347826087,0.1646341463414634,0.2142857142857142,0.369047619047619,0.2410714285714285,0.25,0.2619047619047619,0.3088235294117647,0.3191489361702128,0.2668258480981066,0.03270685896479532,0.0,-0.0155283774043021,0.365406976744186
Caucasian,-0.02,0.0038461538461538,0.0028735632183908,0.0222868217054263,0.0109953703703703,0.0,0.0,-0.0365853658536585,0.0119047619047619,0.0280612244897959,-0.0625,-0.0083333333333333,0.0,-0.088235294117647,0.0252659574468085,0.021392523085756416,0.2,0.25,0.3227969348659004,0.3071705426356589,0.3107638888888889,0.28125,0.1956521739130435,0.1707317073170731,0.2738095238095238,0.3375850340136054,0.2410714285714285,0.1916666666666666,0.2142857142857142,0.2941176470588235,0.3444148936170212,0.2623544103762232,0.04527229086505601,0.0,0.0023016701461377,0.3875
European,0.05,0.0346153846153846,0.0411877394636015,0.0174418604651162,0.0457175925925925,0.0625,0.0978260869565217,-0.0304878048780487,0.0119047619047619,0.0306122448979591,0.0178571428571428,0.0083333333333333,0.0833333333333333,-0.0294117647058823,0.0199468085106383,0.038745057234287755,0.23,0.2576923076923076,0.4434865900383142,0.3546511627906977,0.402199074074074,0.28125,0.358695652173913,0.2012195121951219,0.2261904761904762,0.4370748299319728,0.3035714285714285,0.1916666666666666,0.3214285714285714,0.2647058823529412,0.3896276595744681,0.3108973209120635,0.03993780919103946,0.0,-0.0032553180939158,0.2366279069767441
Hispanic,0.05,0.0115384615384615,0.0172413793103448,0.0096899224806201,0.0109953703703703,-0.03125,0.0326086956521739,0.0426829268292682,-0.0119047619047619,0.0289115646258503,-0.0089285714285714,0.025,0.0,0.0147058823529411,0.0079787234042553,0.02022908399317459,0.27,0.2576923076923076,0.3371647509578544,0.3255813953488372,0.3466435185185185,0.3125,0.2065217391304347,0.3109756097560975,0.2261904761904762,0.4302721088435374,0.2946428571428571,0.225,0.2857142857142857,0.2205882352941176,0.3377659574468085,0.29248354946907545,0.03289569061210111,0.0,0.0058590773863512,0.3171511627906976
Jewish,0.0,0.0307692307692307,0.0296934865900383,-0.001937984496124,0.03125,0.015625,0.0108695652173913,0.0121951219512195,0.0,0.0212585034013605,0.0178571428571428,0.0333333333333333,0.0238095238095238,-0.0588235294117647,0.0239361702127659,0.020757239469992986,0.28,0.3153846153846154,0.3649425287356322,0.3430232558139535,0.3715277777777778,0.390625,0.25,0.2317073170731707,0.2619047619047619,0.3937074829931973,0.3035714285714285,0.2666666666666666,0.238095238095238,0.2941176470588235,0.3856382978723404,0.3127274678631737,0.03402791963154754,0.0,-0.0005355646344018,0.2866279069767442
Latino,0.01,-0.0038461538461538,0.0258620689655172,0.0087209302325581,0.011574074074074,0.015625,0.0326086956521739,0.0182926829268292,0.0238095238095238,0.0535714285714285,0.0535714285714285,-0.0166666666666666,-0.0119047619047619,0.0147058823529411,0.0186170212765957,0.021291754590043493,0.25,0.2653846153846154,0.3534482758620689,0.3439922480620155,0.3831018518518518,0.265625,0.2065217391304347,0.2012195121951219,0.238095238095238,0.461734693877551,0.25,0.2166666666666666,0.2261904761904762,0.3382352941176471,0.3484042553191489,0.2899079911168558,0.03178509997166758,0.0,0.0214015873566007,0.2819767441860465
