,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.09000000000000001,0.04743589743589737,0.08684546615581094,0.04586563307493533,0.05748456790123454,0.07291666666666667,-0.0181159420289855,0.0121951219512195,0.07539682539682536,-0.009637188208616731,-0.05059523809523806,0.002777777777777763,-0.10317460317460314,0.0980392156862745,0.026152482269503535,0.0644804639021792,0.61,0.6653846153846154,1.1309067688378034,1.1182170542635659,1.1165123456790123,0.5520833333333334,0.5978260869565218,0.5203252032520326,0.6309523809523809,1.1020408163265305,0.6458333333333334,0.5194444444444445,0.7063492063492064,0.6862745098039215,1.1085992907801419,0.7807166259797896,0.0,0.0743782966551726,0.013698204196393999,0.31230620155038763,0.05354126134736337,0.01840089755693246,0.013463070652814857,0.015711093678314362,0.014458587732595302,0.03897559777889522,0.05705802807254933,0.03449301371641692,0.0838044130235828,0.008569283706253381,0.05471659616324467,0.08507440461729751,0.0392837100659193,0.07035637301180059,0.02794311615686963,0.006829701356246115,0.06976149845485446,0.03934874167493027,0.012174761152578265,0.004405097447346845,0.016546833575622873,0.05892556509887896,0.10649955403405122,0.030419978754259714,0.01683587574253689,0.017958088505053517,0.021044844678171033,0.01712337223046936,0.02805979290422808,0.08686296640524191,0.015895763366171066,0.008027155083679268,0.0,0.0035054387085477925,0.0007844492007480095,0.005075891803763086
African,0.02666666666666667,0.016666666666666666,0.034802043422733034,0.008720930232558167,0.04185956790123457,-0.036458333333333336,0.0688405797101449,-0.014227642276422767,-0.011904761904761899,0.0011337868480725672,-0.044642857142857095,0.005555555555555533,-0.04761904761904761,0.02941176470588233,-0.037677304964538964,0.04783042199483367,0.8333333333333334,0.8551282051282052,1.0597062579821201,1.0145348837209303,1.0974151234567902,0.9114583333333334,0.7862318840579711,0.725609756097561,0.8214285714285715,1.1111111111111112,0.9255952380952381,0.7555555555555555,0.9841269841269842,0.7843137254901961,1.0625,0.9152032641945267,0.06897259203900773,0.0,-0.0038906483593745336,0.3110465116279069,0.05249338582674541,0.01729581738875896,0.021536937361481566,0.03521412576461584,0.03810763766830393,0.07365695637359869,0.05200253657393955,0.06976017195825411,0.10823953727766547,0.022915400148988307,0.02628500257835668,0.010393492741038684,0.10823953727766548,0.04329294542317567,0.013748282286587614,0.011453572993172616,0.07717224601860147,0.007903094875601271,0.025055212409723433,0.003448668686056631,0.04117164940114619,0.10622957319984969,0.0311678451704443,0.03485046382008585,0.05143444998736398,0.03844022337452311,0.06773694450441094,0.01039349274103873,0.04892392065848395,0.0385980778137834,0.03141226545483439,0.01564589766128734,0.013102252093406552,0.0,0.013241515135905803,0.014443511246451653
African American,-0.02,0.08589743589743587,0.01021711366538953,-0.0032299741602067333,0.026813271604938228,-0.140625,-0.0036231884057970967,-0.012195121951219535,0.015873015873015858,-0.0031179138321995002,0.056547619047619034,-0.06388888888888887,0.04365079365079363,-0.03431372549019607,-0.009751773049645399,0.062487841188240696,0.82,0.9653846153846155,0.9904214559386973,0.9664082687338502,1.0094521604938271,0.828125,0.7717391304347826,0.7479674796747968,0.8809523809523809,1.0297619047619047,0.8303571428571428,0.7416666666666667,0.9642857142857143,0.8088235294117648,0.9929078014184398,0.8898835500676389,0.093873845287004,0.0,0.008088634885644999,0.3502906976744186,0.016329931618554522,0.02043253519296055,0.040610717461672025,0.02283936631739491,0.018478287059919794,0.14490028899212037,0.09489710763557094,0.04075190580439715,0.11596539044605118,0.0052571533421177045,0.008417937871268443,0.014163943093313279,0.14623433152927198,0.045458914193606335,0.017451258586019033,0.002282911221950594,0.016329931618554488,0.029957234475763844,0.011679017342383047,0.01978474525983658,0.008037294234567793,0.05846339666834283,0.04611565964260093,0.02244992076664079,0.08748177652797061,0.02468428691278596,0.0437408882639853,0.029658550700087005,0.0637395968420993,0.055024373334910885,0.020322506004162418,0.018760280643780207,0.004949165792621534,0.0,0.01210493766312182,0.004172296539071928
Arab,0.07333333333333333,-0.024358974358974366,0.03927203065134093,0.010981912144702831,0.021412037037037035,0.041666666666666664,-0.021739130434782605,0.0,-0.01984126984126983,-3.2959746043559335e-17,-0.0148809523809524,-0.03055555555555557,-0.027777777777777766,0.019607843137254867,-0.0217198581560283,0.05065114541198864,0.7200000000000001,0.8807692307692307,1.0724776500638569,1.0109819121447028,1.0322145061728394,0.7916666666666666,0.8260869565217392,0.6910569105691057,0.8214285714285715,1.084467120181406,0.9434523809523809,0.7472222222222222,0.9007936507936508,0.7647058823529411,1.038563829787234,0.8883924993751031,0.06264154423180167,0.0,0.004131837616312166,0.32790697674418606,0.028674417556808753,0.029178991478823132,0.02051389323653771,0.03304375650092793,0.03280115190683367,0.1405285162836671,0.008874962836170931,0.044807739197253255,0.0498801789284783,0.03628339349818477,0.07997040977705001,0.06285393610547087,0.04794859513331178,0.05674429854308931,0.01379108970399296,0.005091620862211007,0.021602468994692887,0.015701857325533183,0.02224936320585489,0.042461570038397276,0.037789937739268024,0.01473139127471974,0.04611565964260092,0.06264648377000993,0.07591716853059123,0.04791339488743191,0.05937481352160711,0.06431020501550126,0.06472026361230192,0.02079725827019255,0.04125913573836918,0.003983275757306943,0.0040699003420483475,0.0,0.0021978086021703803,0.01858647367807649
Asian,-0.01,-0.0025641025641026014,0.017879948914431634,0.013565891472868167,0.0183256172839506,-0.09375,0.0615942028985507,0.0284552845528455,-0.08730158730158727,0.0008503401360544331,-0.0029761904761904344,-0.0027777777777777666,0.11507936507936505,-0.0588235294117647,-0.0035460992907801335,0.047327427410099675,0.6966666666666667,0.8666666666666667,0.9859514687100894,1.024547803617571,1.0075231481481481,0.84375,0.75,0.6788617886178862,0.746031746031746,1.0490362811791383,0.8482142857142857,0.6805555555555555,0.8055555555555555,0.7647058823529411,1.0230496453900708,0.8514077662804214,0.09020723937332453,0.0,0.004781361357202067,0.3489341085271318,0.06164414002968976,0.02614881801842447,0.035748492981554,0.015564320159117214,0.019689159795448146,0.08365822085525526,0.06720013402533116,0.02244992076664077,0.053534672869968394,0.006363362902676733,0.04686909448816552,0.014163943093313236,0.08266931212698274,0.05233861888250637,0.006980503434407617,0.0013205609865343045,0.016996731711975927,0.04181924725717981,0.015192052686296684,0.04584970790238496,0.029625258888664508,0.09964128369640099,0.03549985134468372,0.05036386867221084,0.043830797687251066,0.024891721542063608,0.0635540372144721,0.08507440461729757,0.09832945788384023,0.05233861888250643,0.018468676113474938,0.012783010668713771,0.0045775485823785645,0.0,0.012605268135290141,0.012200839936764603
Black,0.04,0.02179487179487184,0.0063856960408683995,-0.007428940568475433,0.02951388888888883,-0.010416666666666666,-0.0144927536231884,-0.03455284552845523,-0.003968253968253968,0.014455782312925167,0.035714285714285664,-0.019444444444444434,0.003968253968253968,0.14705882352941171,-0.008421985815602833,0.0484706686963827,0.7533333333333333,0.8679487179487179,1.0332056194125159,0.9886950904392765,1.046875,0.7083333333333334,0.8333333333333334,0.6646341463414633,0.7738095238095238,1.0955215419501136,0.880952380952381,0.7472222222222222,0.9007936507936507,0.8333333333333334,1.0385638297872342,0.8777703371326955,0.0656430707696586,0.0,-0.0005961351602532002,0.3318798449612403,0.07483314773547883,0.055499643133111155,0.010675768516794644,0.03919597265936014,0.007735315453612425,0.05155986946151908,0.018474708382582545,0.032008162089478924,0.07295546155099297,0.03845067221088298,0.01928791874526147,0.025760051376376897,0.09589719026662356,0.012007302660701833,0.03354181633402943,0.00368285852301601,0.10873004286866726,0.05810394458269054,0.04532269976557598,0.022605204401708903,0.044566447772202665,0.048300096330706796,0.08246236722276122,0.045629968131389524,0.06804138174397717,0.03335771625833284,0.08818769279779205,0.04530418452861139,0.06827242275430655,0.02499519369408229,0.03699581846607334,0.047968222838155126,0.008147708455646233,0.0,0.010629024922534987,0.025200133371706707
Caucasian,0.023333333333333334,0.016666666666666632,-0.022030651340996132,-0.005813953488372066,0.013888888888888833,-0.015625,-0.010869565217391302,0.0345528455284553,0.05158730158730157,0.0317460317460317,-0.12202380952380946,0.0361111111111111,-0.00793650793650793,-0.0980392156862745,0.0190602836879432,0.057425375259159535,0.6900000000000001,0.8012820512820512,0.9786079182630908,0.9521963824289404,0.9540895061728395,0.7552083333333334,0.6702898550724639,0.6646341463414634,0.7579365079365079,1.0011337868480725,0.7886904761904763,0.686111111111111,0.7619047619047619,0.8137254901960785,0.9889184397163121,0.8176485844531669,0.07881873339717856,0.0,0.0058127799309332,0.3775193798449612,0.061282587702834124,0.027075271899926725,0.026371455743172765,0.04213352418377339,0.002165310987716431,0.05846339666834283,0.04941370180067337,0.10363860799985332,0.0785674201318386,0.008569283706253419,0.021044844678171037,0.03215510250775059,0.06472026361230192,0.1452503175493044,0.010262266757792776,0.0037676741029250833,0.057154760664940824,0.01611513473073914,0.008720625979404574,0.02261904573644903,0.004235049845698318,0.0769001201053823,0.045542772065132346,0.07180293387258414,0.059391387091649844,0.011830292944846476,0.04015100465247633,0.06949997779553779,0.09272477337736446,0.06613106648643158,0.01768611466601067,0.02467904219686101,0.013744560799742856,0.0,0.0026237963442729837,0.0074844850842354866
European,0.03333333333333333,0.021794871794871804,0.0443805874840357,-0.004521963824289366,0.04591049382716043,0.0625,0.0326086956521739,-0.022357723577235797,0.003968253968253967,0.046768707482993166,-0.023809523809523798,-0.008333333333333333,0.019841269841269837,0.029411764705882335,-0.038563829787234,0.05162566835176243,0.7466666666666667,0.8525641025641026,1.1529374201787996,1.0936692506459949,1.1574074074074074,0.8229166666666666,0.8804347826086957,0.6971544715447155,0.7103174603174603,1.2020975056689343,0.8630952380952381,0.7250000000000001,0.9880952380952381,0.7843137254901961,1.1848404255319147,0.9241006907654686,0.06712606883930033,0.0,0.0117031080565405,0.26734496124031004,0.08178562764256865,0.04576043153224292,0.01032628456500399,0.009101422999745049,0.026190560857187125,0.03375385780420761,0.1482411054020201,0.0921160097042655,0.02023420441901898,0.018198073604619638,0.023434547244082744,0.02041241452319311,0.09589719026662356,0.060036513303509245,0.01101932880731921,0.014836046975854084,0.028674417556808784,0.017295817388759016,0.07079632023106085,0.045148060736994275,0.050097159971826746,0.02655739329996242,0.07044283367834633,0.024559036531696256,0.014847846772912463,0.03742999423327254,0.07446426192379053,0.05892556509887896,0.03888078956798704,0.0541439265548395,0.060189094537569314,0.021232363806057527,0.01712846193056488,0.0,0.011286267827132669,0.028462982410602505
Hispanic,0.03666666666666666,0.0025641025641025676,-0.0060664112388250325,0.005813953488372066,0.008873456790123434,0.005208333333333333,-0.06159420289855069,0.020325203252032503,0.003968253968253968,0.03061224489795913,0.002976190476190467,0.013888888888888867,0.003968253968253965,0.06372549019607839,0.008421985815602833,0.044232179015065466,0.7633333333333333,0.8333333333333334,0.9575351213282248,0.9444444444444445,1.0042438271604939,0.8802083333333334,0.7572463768115941,0.7235772357723578,0.7420634920634921,1.103174603174603,0.8898809523809524,0.6916666666666665,0.8849206349206349,0.75,1.0013297872340425,0.8617972094638339,0.0743188409285302,0.0,0.005008530389080533,0.353875968992248,0.06128258770283412,0.022057244274468216,0.01834707266738009,0.005973269382721867,0.012769420650798858,0.15432846239613598,0.06296430143834332,0.07718226644734762,0.03928371006591929,0.02284868850772855,0.01834647024693142,0.02389534796400724,0.048923920658483916,0.07994856093284354,0.016116718938561897,0.005717308614437331,0.030912061651652372,0.028321438505608348,0.04675751237140354,0.05741545956647102,0.03855033562710382,0.051559869461519095,0.04194143805358777,0.09709407245931857,0.024461960329241975,0.04934090039977098,0.03287309826543829,0.02453266907313291,0.029695693545824926,0.055024373334910885,0.04265004491994661,0.02354416632305609,0.010471040855648088,0.0,0.010303188692792573,0.026664370844925935
Jewish,-0.01,0.048717948717948704,-0.0003192848020434011,-0.007105943152454801,0.021412037037036997,-0.010416666666666666,-0.0797101449275362,0.03455284552845523,-0.023809523809523798,0.012755102040816299,0.008928571428571402,0.06944444444444443,0.039682539682539666,-0.014705882352941171,0.004875886524822667,0.05135248123244727,0.7366666666666667,0.8948717948717949,0.9984035759897828,0.9806201550387598,0.9974922839506174,0.8125,0.7971014492753623,0.7012195121951219,0.8095238095238096,1.0541383219954648,0.8601190476190476,0.736111111111111,0.8095238095238096,0.8186274509803922,1.035017730496454,0.8694624479492129,0.08004423812630578,0.0,0.001975528848441333,0.34893410852713175,0.04320493798938574,0.0018130943107347636,0.03849203079228739,0.027886482808978496,0.015932754511500214,0.11576099359840036,0.06541836987415862,0.0076049946885648955,0.048600986959983675,0.012858612496840957,0.0883883476483184,0.032155102507750624,0.028059792904228064,0.11004874666982181,0.02008912977593022,0.00728447000076286,0.04988876515698588,0.06468961954637367,0.06825380121661612,0.05683836841598516,0.07399315201113904,0.17258376589355096,0.05200253657393957,0.057416450779778604,0.016835875742536838,0.07359687191196701,0.04271636932859326,0.04530418452861139,0.04454354031873738,0.07336583111321456,0.08508098394638042,0.05406307122252524,0.0058959775318836545,0.0,0.01003636634399737,0.04407008276802504
