Persona,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.01,-0.03461538461538462,,-0.02681992337164751,-0.013565891472868217,0.009837962962962963,-0.046875,-0.06521739130434782,0.036585365853658534,-0.023809523809523808,0.01020408163265306,0.0,-0.041666666666666664,-0.011904761904761904,0.014705882352941176,-0.011968085106382979
