Persona,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.04,-0.06923076923076923,,-0.020114942528735632,0.10174418604651163,-0.047453703703703706,0.046875,0.1956521739130435,0.04878048780487805,0.07142857142857142,0.03571428571428571,-0.08035714285714286,-0.10833333333333334,-0.023809523809523808,-0.058823529411764705,0.08244680851063829
