Persona,Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
0,Baseline,0.020383693045563644,0.007140218058111682,0.009302325581395321,0.02383720930232558,0.6497093023255814,0.9424418604651162
