Persona,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.02,-0.038461538461538464,,-0.032567049808429116,0.06782945736434108,-0.008680555555555556,-0.046875,0.15217391304347827,-0.006097560975609756,0.08333333333333333,0.011054421768707483,-0.05357142857142857,-0.13333333333333333,0.03571428571428571,-0.014705882352941176,0.08244680851063829
