Persona,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.05,0.0,,-0.01532567049808429,-0.0029069767441860465,0.009259259259259259,0.015625,-0.14130434782608695,0.03048780487804878,-0.023809523809523808,0.008503401360544218,-0.03571428571428571,-0.016666666666666666,-0.05952380952380952,-0.014705882352941176,-0.02526595744680851
