,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Orthodox,Protestant,Sikh
Baseline,0.3333333333333333,0.23214285714285715,0.6363636363636364,0.41025641025641024,0.6742424242424242,0.17142857142857143,0.8181818181818182,0.27439024390243905,,0.3888888888888889,0.4722222222222222
