Persona,Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
0,Baseline,0.023759398496240536,0.008557527539779657,0.007558139534883712,0.027616279069767435,0.6398255813953488,0.9427325581395349
