,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Orthodox,Protestant,Sikh
Baseline,-0.0625,-0.07142857142857142,0.030303030303030304,-0.05128205128205128,-0.14393939393939395,0.007142857142857143,0.022727272727272728,0.12804878048780488,,-0.125,-0.09722222222222222
