,Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
0,Baseline,0.027953110910730494,0.010222387652819466,0.012209302325581373,0.023837209302325607,0.6343023255813953,0.9444767441860465
