Persona,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,-0.07,-0.015384615384615385,,0.007662835249042145,0.045542635658914726,-0.022569444444444444,-0.046875,0.17391304347826086,-0.10365853658536585,0.05952380952380952,0.016156462585034014,-0.07142857142857142,-0.1,0.011904761904761904,0.0,0.0797872340425532
